,Unnamed: 0,title,author,Author Affiliations,Publication Title,Date Added To Xplore,Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,MeSH Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,keyword,num_pages
35,67,Building excellence in engineering education in India,P. Tulsi; M. Poonia,"Department of Education & Educational Management, National Instuitute of Technical Teachers Training & Research, Chandigarh, India",2015 IEEE Global Engineering Education Conference (EDUCON),20150430.0,2015,,,624,629,"The country has become a permanent member of Washington Accord in the year 2014 and to begin with, it has become mandatory for TIER-I institutions to seek accreditation of programmes, which will facilitate international recognition of qualification and the mobility of students of engineering institutes across the globe. In other words, engineering institutions need to strive for continuous improvement in the various sub-components of the system namely, input, resources-physical, information, human, financial and energy, curriculum and instructional processes, management, output, interaction with world of work and feedback mechanism. India has third largest system of education in place but still faces problems of access, equity and quality. The major challenges before the country include: converting demographic advantage to demographic dividend, increasing Gross Enrolment Ratio (GER) at higher and technical education level, providing equal access to technical education in different states & diverse groups, providing competent human resource for manufacturing sector, rural development & transformation and infrastructure development. Technical education system comprises of 8462 institutions offering degree in engineering and technology and 3524 institutions offering diploma in engineering and technology with an intake capacity of 3.4 million students. These institutions are facing severe criticism due to decline in quality. Government of India has taken a number of initiatives in this direction. For example, these initiatives include making National Board of Accreditation an independent organization from the regulatory body AICTE, launch of mission teacher and training, sub-mission on polytechnics under coordinated action for skill development, providing impetus to National Mission on Education through ICT etc. to improve the quality of higher and technical education in the country. Strategies need to be adopted at institute level to improve quality and buil- excellence such as improving curriculum and instructional processes, linkages with world of work, optimal utilization of resources, creating research culture, formulating staff development policy etc. in the system of technical institutions. The paper attempts to highlight strategies that can help the institutes to improve quality and strive towards excellence.",2165-9559;21659559,Electronic:978-1-4799-1908-6; POD:978-1-4799-1909-3,10.1109/EDUCON.2015.7096035,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7096035,Engineering education;Excellence;India;Strategies;System,Accreditation;Awards activities;Engineering education;Government;Industries,continuous improvement;educational institutions;engineering education;further education,AICTE;India;National Board of Accreditation;TIER-I institutions;continuous improvement;engineering education;engineering institutions;higher education quality;mission teacher;skill development;teacher training;technical education quality,,1.0,,24.0,,,,18-20 March 2015,,IEEE,IEEE Conference Publications,information technology education strategies,5
36,68,The Role of Information and Communication Technologies in University Students' Learning Experience: The Instructors' Perspective,A. M. Croteau; V. Venkatesh; A. Beaudry; J. Rabah,,2015 48th Hawaii International Conference on System Sciences,20150330.0,2015,,,111,120,"This paper reports on a study that was undertaken to measure university instructors' perceptions of pedagogical use of various information and communication technologies (ICTs) and links these to their perceptions of effectiveness of students' learning experiences. Using a theoretically derived 54-item instrument and a rigorous probabilistic sampling strategy, survey data were collected from 2,626 instructors from 12 participating universities in Que?bec, Canada. Exploratory factor analyses and regression modeling demonstrate that, for the most part, effective use of office automation tools and, to some extent some text-based tools, are perceived by instructors to significantly contribute to students' learning. We however find some variance in the results when controlling for instructors' computer proficiency, faculty and gender. Results and limitations are discussed in light of current research on the role of gender, type and proficiency of ICT use as well as perceptions of teaching and learning effectiveness in higher education.",1530-1605;15301605,Electronic:978-1-4799-7367-5; POD:978-1-4799-7368-2,10.1109/HICSS.2015.23,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7069671,ICT,Blogs;Computers;Education;Encyclopedias;Internet;Multimedia communication;Office automation,computer aided instruction;further education;information technology;probability;student experiments,Canada;ICT;Que?bec;computer proficiency;higher education;information and communication technologies;learning experience;office automation tools;probabilistic sampling strategy;university instructors perceptions;university students,,2.0,,63.0,,,,5-8 Jan. 2015,,IEEE,IEEE Conference Publications,information technology education strategies,9
37,69,Skills frameworks for industry and IT education alignment: A pilot study,M. Asgarkhani; V. Shankararaman,"CPIT - New Zealand Christchurch, New Zealand","2014 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)",20150319.0,2014,,,206,213,"Technology solutions, Information Technology (IT) in particular have transformed the ways in which various industries operate. The use of technology has enabled organizations to develop more effective approaches to design, develop and provide products and services. This has resulted in increasing dependence of organizations on IT solutions which has in turn created a need for availability of skilled IT personnel for effective operational continuity within organizations. Universities and other forms of tertiary institutions play a key role in developing skilled IT personnel. They adopt various industry-education aligning approaches to designing and developing IT educational programs. There seems to be a consensus that skills development strategies and educational programs must ensure consideration of realistic and relevant needs for IT skills. Internationally recognized skills frameworks are one of the strategic approaches for industry-education alignment. A pilot study examined feasibility of aligning learning outcomes of a portfolio of courses with skills identified in Skills Framework for Information Age (SFIA). The study indicated that overall mapping of existing technology education courses/programs to SFIA is feasible. At the same time, the study highlighted a number of key requirements for ensuring that the mapping exercise if effective.",,Electronic:978-1-4799-7672-0; POD:978-1-4799-7673-7; USB:978-1-4799-7671-3,10.1109/TALE.2014.7062622,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7062622,Education and Industry Alignment;Educational Reform;IT Skills;SFIA;Skills Frameworks,Conferences;Education;Electromagnetic interference;Human computer interaction;Kuiper belt,computer science education;educational courses;organisational aspects;personnel,IT education alignment;IT educational programs;IT solutions;Information Technology;SFIA;Skills Framework for Information Age;course portfolio;industry-education aligning approach;learning outcomes;operational continuity;organizations;skilled IT personnel;skills development strategies;skills framework;technology education courses;technology education programs;technology solutions,,1.0,,23.0,,,,8-10 Dec. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,7
38,70,Opening up an interuniversity collaboration among Catalan university academic staff: The case of CIRAX pilot experience,T. S. Vinuesa; J. V. Pons; M. R. E. Carboneil; C. S?nchez-Bonveh?,"Estudis d'Inform&#x00E0;tica, Multim&#x00E8;dia i Telecomunicaci&#x00F3;, Universit&#x00E4;t Oberta de Catalunya, Barcelona, Spain",2014 IEEE Frontiers in Education Conference (FIE) Proceedings,20150219.0,2014,,,1,8,"The openness movement supported by the development of information technologies, the empowerment of knowledge-sharing communities of practice across the network, as well as the need to ensure higher quality education, provide the framework for the ""Col-laboratori interuniversitari de recursos d'aprenentatge en xarxa"" (CIRAX) program. The CIRAX project aims to promote and consolidate a teaching community which should be active in the creation, updating and sharing resources, and learning practices. The tool for achieving this goal is a repository-in-collaboration where resources could be shared, well-catalogued and well-managed. In light of the experience, we have identified the factors that influence sharing and reusing resources and which have been tested on university teaching staff of introductory math courses. Among these factors, we have observed a high degree of sharing practice but constraints on reusing, due to prioritization of time and a lack of information regarding open licenses. The first year results allow us to establish essential lines of action in order to consolidate and enhance this experience within the mathematical teaching community at the Catalan university system: a) simplify the prototype and its workflows; b) articulate the shared resources in a normalized and clear way; c) develop strategies for consolidating the community and dissemination of information; and d) enhance the institutional recognition of teaching practice.",0190-5848;01905848,Electronic:978-1-4799-3922-0; POD:978-1-4799-3923-7; USB:978-1-4799-3921-3,10.1109/FIE.2014.7044357,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7044357,CIRAX;Catalan University System;Open Educational Resources;interuniversity collaboration;repositories;teaching quality,Collaboration;Communities;Educational institutions;Materials;Mathematics;Prototypes,educational courses;educational technology;information dissemination;mathematics computing;teaching,CIRAX pilot experience;Catalan university academic staff;Col?laboratori interuniversitari de recursos d'aprenentatge en xarxa;influence sharing;information dissemination;information technologies;institutional recognition;interuniversity collaboration;introductory math courses;knowledge-sharing communities of practice;learning practices;mathematical teaching community;open licenses;openness movement;teaching practice;university teaching staff,,0.0,,22.0,,,,22-25 Oct. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,7
39,75,An IT governance framework for achieving the development of academic programme in higher institutions: A case of Universiti Malaysia Sarawak (UNIMAS),N. Musa; D. H. Abang Ibrahim; N. A. Bolhassan; J. Abdullah; N. Kulathuramaiyer; M. N. Khairuddin,"Faculty of Computer Science and Information Technology Universiti Malaysia Sarawak (UNIMAS) Kota Samarahan, Sarawak, Malaysia",The 5th International Conference on Information and Communication Technology for The Muslim World (ICT4M),20150126.0,2014,,,1,6,"In Information Technology (IT) Governance, the use of web has become a competitive strategy for aligning business goals and IT within an organization. IT Governance is a subset of corporate governance. IT Governance is the strategic alignment of IT with business so that maximum business value is achieved through the development and maintenance of effective IT control and accountability, performance management and risk management. As the Internet has connected the organization with people all over the world, providing an effective IT control and achieving risk management over the critical data and services. This is a challenging task to all sectors including education. We modeled a conceptual framework by identifying the elements of governance for achieving the development of academic programme through web based system. For the governance elements, data was collected using qualitative methods. This paper reports on the impact gained from the IT governance framework for the development of academic programme in UNIMAS.",,Electronic:978-1-4799-6242-6; POD:978-1-4799-6243-3,10.1109/ICT4M.2014.7020673,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7020673,Academic Programme;Course Outline;IT governance;IT governance framework,Decision support systems,educational institutions;further education,IT governance framework;UNIMAS;Universiti Malaysia Sarawak;Web based system;higher institutions;performance management;risk management;strategic alignment,,0.0,,30.0,,,,17-18 Nov. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
40,76,A comparative study on different pedagogy strategies in engineering interdisciplinary,,,2014 International Conference on Interactive Collaborative Learning (ICL),20150122.0,2014,,,413,419,"Existing pedagogy strategies in engineering interdisciplinary have been refined and new strategies are developed. The students would take equal benefit by developing their understanding as a part of their academic studies whilst gaining valuable scientific level learning experience. Over the recent decades, different scholarly strategies have become common as a consequence of numerous developments in the engineering learning interdisciplinary such as Science and Engineering Ethics (SEE), Excellence in Engineering Education (ExcEEd), Project-Based Learning (PBL), Service Learning (SL), Socratic Method (SM), Life-Cycle Analysis (LCA), Information and Communication Technologies in Engineering Education (ICTEEd), Open Ended Group Project Framework (OEGP) engineering pedagogies. It has already been scrutinized that each pedagogy approach has specifically its own effects and limitations, and no one approach is suitable for every engineering interdisciplinary so it is very essential to make a comparative analysis on different engineering pedagogy strategies and design an approach on global basis that will constitute all the features. This paper presents a comparative assessment of aforementioned pedagogy strategies in engineering interdisciplinary along with their characteristics, features and future scope. More specifically, this paper reports the careful use of each strategy to provide the most invigorating and supportive environment for students to continue exploring their potential. This paper aimed to enhance engineering capability through active student participation as well as openness to diversity of designs which are supported through innovative uses of technology in the engineering education.",,Electronic:978-1-4799-4437-8; POD:978-1-4799-4436-1; USB:978-1-4799-4438-5,10.1109/ICL.2014.7017808,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7017808,Engineering pedagogy;comparative research;engineering interdisciplinary;teaching strategies,Collaborative work;Communications technology;Communities;Conferences;Engineering education;Ethics,engineering education,ExcEEd;ICTEEd;LCA;OEGP;PBL;SEE;SL;SM;Socratic method;academic studies;engineering capability;engineering interdisciplinary;excellence in engineering education;information and communication technologies in engineering education;learning experience;life-cycle analysis;open ended group project framework;pedagogy strategy;project-based learning;scholarly strategy;science and engineering ethics;service learning,,0.0,,49.0,,,,3-6 Dec. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,6
41,79,"Implementation challenges of hospital information system in super specialty hospital ?A case study of PGIMER, Chandigarh?",B. K. Murthy; P. K. Srivastava; A. S. Cheema,"Centre for Development of Advanced Computing, Noida",2014 IEEE Global Humanitarian Technology Conference - South Asia Satellite (GHTC-SAS),20141201.0,2014,,,77,82,"Hospital Information System (HIS) is a comprehensive, integrated information system designed to manage the administrative, clinical and support aspects of a hospital. It provides numerous advantages in patient care and hospital management. With the advancement in technology and cost effective solutions, HIS adoption among the hospitals has increased substantially in recent years. Various project management tools are available which helpful in effective planning and project monitoring. In spite of effective planning and implementation in phase manner, the concern remains regarding the challenges faced during implementation and usage of HIS. These challenges includes Technical Challenges like Security of Data, Unauthorized access, confidential information, integration of Medical Softwares to avoid duplicate entry and Administrative Challenges like involvement of stakeholders, user acceptance, lack of ownership etc. This can be subdued either by utilization of data entry operators or through offline and duplicate entries, but such implementation does not achieve the purpose of HIS. Apart from good project management, there are various other factors such as involvement of users, effective trainings, awareness program, secure and role based application, compliance to industry standards for easily integration with other applications etc., which increase success factor of implementation. This paper presents the challenges faced in implementation of HIS in super specialty hospital, Postgraduate Institute of Medical Education and Research, Chandigarh (PGIMER) and strategies adapted to overcome them.",,CD-ROM:978-1-4799-4098-1; Electronic:978-1-4799-4097-4; POD:978-1-4799-4096-7,10.1109/GHTC-SAS.2014.6967562,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6967562,Hospital Information System;Implementation Challenges;PGIMER;Super Specialty Hospital,Biomedical equipment;Heating;Hospitals;Information systems;Standards;Training,authorisation;medical information systems;patient care,PGIMER;confidential information;hospital information system;hospital management;medical software;patient care;project monitoring;security of data;super specialty hospital;unauthorized access,,0.0,,10.0,,,,26-27 Sept. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
42,83,Skills frameworks: A tool for reform in Information Technology higher education,M. Asgrahani; V. Shankararaman,"CPIT - New Zealand, Christchurch, New Zealand",2014 9th International Conference on Computer Science & Education,20141016.0,2014,,,81,88,"Information Technology (IT) has revolutionized the ways in which various sectors of the industry operate. It has enabled organizations to develop new and creative approaches to design, develop and provide products and services. Consequently, companies increasingly rely on IT solutions and Information Systems (IS) to deliver product and services. This I turn has created a need for availability of skilled IT and IS personnel for effective operational continuity within organizations. There seems to be high demand for both IT/IS skills globally. Universities and other form of tertiary institutions play a key role in developing skilled IT personnel. They deploy various approaches to designing and developing IT/IS educational programs. Some programs could have been developed without much consideration given to the nature of demand for skills and real needs from the IT sector. It is critical to align skills development strategies and educational programs to ensure realistic and relevant needs for IT skills are met. There seems to be a need for standardization of perceptions and expectations of IT/IS roles to facilitate reform for more effective alignment of education of IT/IS with industry needs.",,Electronic:978-1-4799-2951-1; POD:978-1-4799-2952-8; USB:978-1-4799-2950-4,10.1109/ICCSE.2014.6926434,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6926434,Educational Reform;IT/IS Skills;Skills Frameworks;Standardization;Strategic IT/IS Education Development,Business;Education;Hardware;Software;Telecommunications,computer science education;further education;information systems,IT solutions;IT-IS educational program;industry needs;information systems;information technology higher education;skilled IS personnel;skilled IT personnel;skills frameworks;tertiary institutions;universities,,1.0,,19.0,,,,22-24 Aug. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,7
43,84,Towards a Composite index for measuring the higher education institutions in Egypt,M. R. M. El-Hefnawy; A. H. El-Bastawissy; M. A. Kadry,"Computer Engineering Department, Arab Academy for Science & Technology Cairo, Egypt",2014 Science and Information Conference,20141009.0,2014,,,31,41,"Egypt has the largest and most significant higher education system in the Middle East and North Africa but it had been continuously facing serious and accumulated challenges. The gap between what is existing and what is supposed to be for the self-regulation and improvement processes is not entirely clear to face these challenges. The effective use of information technology in higher education requires good and new techniques as well as rational strategies. The reform of higher education through strategies based on data analysis of current situation will affect the overall performance of transitional state and will shape new paradigms in higher education system development in Egypt. This research has objective to develop a model of Composite index (CI) based on a set of key performance indicators (KPI) commensurate with the nature of higher education institutions in Egypt. The outcomes of the composite index aim to measure overall performance of institutions and provide unified ranking method in this context. KPIs are determined as description of key success factors related to institutions sustainability. These KPIs are classified into main areas and sub-indicators. Within this scope, the indicators were weighted via Analytic Hierarchy Process (AHP) method according to their significance levels. Pairwise comparison survey template and database web application were developed to collect narrative responses, apply algorithm and extract results. The research study was conducted with 40 professors from 19 renowned universities in Egypt as education experts. The status of composite index model implementation is discussed from theoretical and technical perspectives.",,CD-ROM:978-0-9893-1932-4; Electronic:978-0-9893193-1-7; POD:978-1-4799-3981-7,10.1109/SAI.2014.6918169,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6918169,Analytic Hierarchy Process;Composite index;Higher Education Institutions Ranking;Key Performance Indicators;Performance Measurement,Africa;Analytic hierarchy process;Benchmark testing;Educational institutions;Indexes;Weight measurement,analytic hierarchy process;data analysis;educational institutions;further education,AHP;CI;Egypt;KPI;Middle East;North Africa;analytic hierarchy process method;composite index;data analysis;database Web application;education experts;higher education institutions;higher education system development;information technology;institutions sustainability;key performance indicators;pairwise comparison survey template;rational strategies;renowned universities,,0.0,,28.0,,,,27-29 Aug. 2014,,IEEE,IEEE Conference Publications,information technology education strategies,10
44,86,Educational tools in order to promote the self-learning. Practical case of study: Dimex SFCR,J. D. Aguilar-Pe?a; F. J. Mu?oz-Rodr?guez; C. Rus-Casas; M. Romero-Moreno; P. J. P?rez-Higueras,"Department of Automatic and Electronic Engineering, Electronic Engineering and Automation Department, Polytechnic University School of Jaen, University of Jaen (Spain)",2014 XI Tecnologias Aplicadas a la Ensenanza de la Electronica (Technologies Applied to Electronics Teaching) (TAEE),20140922.0,2014,,,1,6,"For the European Higher Education Area (EHEA), the ETCS credit takes into account both the teaching hours and the student work. This approach involves a change in the methodological strategy used in the traditional teaching. The application of the Information and Communications Technologies (ICTs) actively contributes to this change. In this work, an educational application, Dimex SFCR (Dimensionado de sistemas fotovoltaicos conectados a la red), is presented. It allows the student not only to design grid connected photovoltaic (GCPV) systems and to study the performance of this type of systems, but also helps them to understand the calculation methods con be used in an autonomous way.",,Electronic:978-1-4799-6002-6; POD:978-1-4799-6003-3,10.1109/TAEE.2014.6900131,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6900131,Elements of a PV system;GUI;Matlab;didactic aids,Cities and towns;Educational institutions;Generators;Industrial electronics;MATLAB,computer aided instruction;further education;photovoltaic power systems;power engineering computing;power engineering education;power grids;teaching,Dimensionado de sistemas fotovoltaicos conectados a la red;Dimex SFCR;EHEA;ETCS;European Higher Education Area;GCPV;ICT;Information and Communications Technologies;educational tools;grid connected photovoltaic system design;self-learning;student work;teaching hours,,0.0,,16.0,,,,11-13 June 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
45,88,The importance of the learner's characteristics in distance learning environments: A case study,P. Rurato; L. B. Gouveia,"Fac. of Sci. & Technol., Univ. Fernando Pessoa, Porto, Portugal",2014 9th Iberian Conference on Information Systems and Technologies (CISTI),20140814.0,2014,,,1,6,"The huge changes concerning the workplace that we are facing, as well the challenges placed by the Information Society and by the globalisation trends, demand new perspectives for education, continuous education and lifelong learning. New methods demand new organisation alternatives that, in turn, require new educational policies and put pressure in current assumptions of education itself. Distance Education is a challenge by itself. It places new demands both to the learner, but also to the facilitator. A set of seven dimensions for a distance learning environment were identified, which positively impacts the setting of learning experiences: (1) access tools; (2) technology experience; (3) habits and study skills; (4) human factors and life style; (5) goals and guidelines; (6) learning preferences; (7) personal characteristics [1]. This paper defends that the learners, when asked about their characteristics, taking into account different issues of their familiar, personal and professional life, available technology resources, technology skills, as well as motivation and learning preferences, provide an information set that, if turn available to facilitators, allow to both players (learners and facilitators) the mechanisms that ease the adoption of learning strategies, that enhance the possibility of a well succeed learning experience. To accomplish the research goals, an empiric study was conducted in the context of a Distance Education (DE) institution, taking a sample of 214 learners, with diverse characteristics. The data analysis allows the confirmation of the position validity and proves that it is possible to know in advance the distance learners more important characteristics and of the surrounding environment as means to access potential success and rate failure. Based on such knowledge it is possible to establish a classification of those characteristics, suggesting strategies and counseling to support decisions and thus to improve the distance learning s- ccess.",2166-0727;21660727,Electronic:978-9-8998-4343-1; POD:978-1-4799-6111-5,10.1109/CISTI.2014.6876960,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6876960,Distance Learning;Learners characteristics,Computer aided instruction;Context;Educational institutions;Instruments;Sociology;Statistics,continuing professional development;distance learning;educational institutions;human factors,DE institution;access tools;continuous education;data analysis;distance learning environments;educational policies;globalisation trends;goals;guidelines;habits;human factors;information society;learner characteristics;learning experiences;learning preferences;life style;lifelong learning;motivation;personal characteristics;rate failure;study skills;technology experience,,1.0,,19.0,,,,18-21 June 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
46,92,Collaborative Augmented Reality in Education: A Review,D. N. E. Phon; M. B. Ali; N. D. A. Halim,"Dept. of Educ. Sci., Math. & Creative Multimedia, Univ. Teknol. Malaysia, Skudai, Malaysia",2014 International Conference on Teaching and Learning in Computing and Engineering,20140602.0,2014,,,78,83,"Globalization and innovation in technology have led to the extensive use of the latest technology in almost every sector, and education is no exception. Different technologies have been employed in various disciplines within the educational sector. Studies have shown that technology can enhance teaching and learning experiences. Augmented Reality (AR) is a new technology with vast potentials and great pedagogical value that offers new methods for education. AR enables the overlaying of computer-generated virtual information into the real environment in real time. Thus, researchers believed that the AR has provided new opportunities for designing engaging learning environments. Although the AR may improve educational outcomes, the main factor is to understand the process of designing the AR to support learning activities. Thus, various instructional strategies such as collaborative learning, were considered when designing an AR learning environment. Collaborative learning permits students to engage with other students and the educational content at the same time, resulting in a deeper understanding and higher motivation. Because educational research concerning collaborative AR is still in its infancy, this paper intends to review the literatures concerning collaborative AR, its previous usages and its potential in educational context.",,Electronic:978-1-4799-3592-5; POD:978-1-4799-3593-2; USB:978-1-4799-3591-8,10.1109/LaTiCE.2014.23,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6821833,Augmented Reality;collaborative learning;education,Augmented reality;Collaboration;Collaborative work;Education;Games;Global Positioning System;Three-dimensional displays,augmented reality;computer aided instruction;groupware;teaching,AR learning environment;collaborative augmented reality;collaborative learning;computer-generated virtual information;education;globalization;innovation;teaching,,3.0,,35.0,,,,11-13 April 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
47,93,Viewpoints to ICT Practices and Hindrances from in Tanzanian Secondary Schools and Teacher Training Colleges: Focus on Classroom Teachers,O. U. Muhoza; M. Tedre; N. Aghaee; H. Hansson,"Sch. of Inf. & Commun. Technol., R. Inst. of Technol.-KTH, Stockholm, Sweden",2014 International Conference on Teaching and Learning in Computing and Engineering,20140602.0,2014,,,133,140,"On the policy level, Tanzania has strongly committed to Information and Communication Technology (ICT) supported education on all levels of education. National policy documents give ICT a high priority in development of the country's educational system. Curricula have been revamped to accommodate for increased role of ICT in the society and education. Also educational institutions have explicated high expectations of ICT in the process of ""massification of education."" Several research studies, however, have showed little change in the classrooms. Surveys and case studies have showed that on the way from policy documents to strategy level and implementation level, something gets missing. The lack of ICT in education is clear in primary and secondary school, which is unsurprising, given that majority of schools also lack electricity and basic facilities, including proper classrooms, tables, and books. This study sets out to investigate, using thematic interviews of secondary school teachers in Tanzania, what processes and support structures do teachers consider to be lacking in terms of ICT supported education. Informants from teacher training colleges were also involved in order to bring out viewpoints from teacher training. The results confirmed a large number of earlier results, divided to six categories: school policy, implementation and administration on the school level, access to ICT, leadership and management, school culture, and teacher training. A number of new factors were also pinpointed: teachers' lack of awareness of government policies and documentation on several levels, lack of pedagogical readiness for e-learning and blended learning, and cultural concerns. Concerning what should come first, there was a chicken-and-egg-problem: it makes little sense to invest in rapidly aging ICT infrastructure and facilities if there is no human capacity to make use of those investments, and it makes little sense to invest in human capacity if there is no technol- gical infrastructure to put quickly aging technical know-how into immediate use.",,Electronic:978-1-4799-3592-5; POD:978-1-4799-3593-2; USB:978-1-4799-3591-8,10.1109/LaTiCE.2014.31,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6821841,Classroom Activities;Culture;Educational Technology;ICT management;Information and Communication Technology (ICT);Tanzania;Teacher education;Teachers' expectations;Teachers' experiences,Computers;Educational institutions;Government;Internet;Interviews;Training,computer aided instruction;educational courses;educational institutions;government policies;information technology;teacher training,ICT supported education;Tanzanian secondary schools;blended learning;classroom teachers;cultural concerns;e-learning;educational curricula;educational institutions;educational system development;government policies;information and communication technology;national policy documents;pedagogical readiness;teacher training colleges,,1.0,,56.0,,,,11-13 April 2014,,IEEE,IEEE Conference Publications,information technology education strategies,7
48,94,Virtual World for Collaborative Learning: A Review,M. H. A. Rahman; N. Yahaya; N. D. A. Halim,"Dept. of Educ. Sci., Math. & Creative Multimedia, Univ. Teknol. Malaysia, Skudai, Malaysia",2014 International Conference on Teaching and Learning in Computing and Engineering,20140602.0,2014,,,52,57,"Over the last century, rapid technological developments have substantially changed the landscape of the education world. As we can see today, most of the teaching and learning activities at all level of studies have been integrated with various forms of technologies, particularly with the Information and Communication Technology. This technology often relates to online learning, which usually involves the use of various forms of 2-dimensional applications. However, the recent times have seen many educational institutions around the globe shifting their interest towards the use of a new application for online learning, known as the virtual world. The virtual world has unique capabilities and unlike its 2-dimensional counterpart, it can generate a 3-dimensional social learning space, amplify the sense of presence and immersion of students, and support various forms of communications and interactions. Utilizing these capabilities with proper instructional strategies in conducting online learning activities can greatly enhance the online learning experience. Without a doubt, the virtual world has been considered as an important tool in modern education practice, especially for collaborative learning. To obtain a comprehensible view of this trend, this paper reviews some of the latest studies which have involved collaborative learning in virtual world. Four main topics were extracted from the reviewed studies: categories of virtual worlds, collaborative strategies used in the studies, focus of each study, and challenges of collaborative learning in virtual world.",,Electronic:978-1-4799-3592-5; POD:978-1-4799-3593-2; USB:978-1-4799-3591-8,10.1109/LaTiCE.2014.18,,http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6821828,Collaborative learning;Multi-user virtual environment;technology in education;virtual world,Avatars;Collaboration;Collaborative work;Computers;Education;Second Life;Virtual environments,computer aided instruction;educational institutions;teaching;virtual reality,2-dimensional social learning space;3-dimensional social learning space;collaborative learning strategy;education world landscape;educational institutions;information and communication technology;instructional strategy;online learning activity;online learning experience;teaching;virtual world,,0.0,,32.0,,,,11-13 April 2014,,IEEE,IEEE Conference Publications,information technology education strategies,5
