"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"A cloud approach on distributed multiple servers for distance learning","Y. Moritoh; Y. Imai","Department of Management Information, Kagawa Junior College, 1-10 Utazu-cho, Ayautagun 769-0201 Japan","2012 International Conference on Information Technology Based Higher Education and Training (ITHET)","20120723","2012","","","1","6","Cloud Computing is currently focused from various fields of engineering. Such a strategy is widely accepted in many domains of information processing and communication. Our study also employs a cloud approach for distance learning with distributed multiple server system. Distance learning is already realized on a single server and provides its service for many learners who are in distributed network environment. This time, we have tried to migrate such a distance learning mechanism to distributed multiple servers and realize its service as a kind of Cloud Computing. So our scheme has been customized as a cloud approach which can utilize Cloud Computing for Distance Learning using distributed multiple server system. The paper introduces our environment of previous studies about distance learning for computer architecture and others. Such an environment is tailored into distributed multiple servers and then implemented and utilized for position-independent clients to obtain some kinds of cloud services. Such a mechanism has been realized by means of virtualized-server approach and its specification can be improved to horizontal migration of virtualized servers.","","Electronic:978-1-4673-2334-5; POD:978-1-4673-2332-1","10.1109/ITHET.2012.6246075","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6246075","Cloud Computing;Distance Learning;Distributed Multiple Servers;Server virtualization","Cloud computing;Computer aided instruction;Computer architecture;Electronic mail;Java;Web servers","Web services;cloud computing;distance learning","cloud computing;cloud services;computer architecture;distance learning mechanism;distributed multiple server system;distributed network environment;horizontal migration;position-independent clients;virtualized servers;virtualized-server approach","","0","","11","","","","21-23 June 2012","","IEEE","IEEE Conference Publications"
"A fast subtraction algorithm of brain CT Angiography images based on MMBE","F. Han; J. Yang; D. Zhao; H. Zhao","Key laboratory of Medical Image Computing of Ministry of Education, Northeastern University, Shenyang, liaoning Province, China","2012 IEEE International Conference on Information and Automation","20120723","2012","","","226","229","Based on the traditional Matched Mask Bone Elimination (MMBE) method, this paper presents an improved subtraction method of Brain Computer Tomography Angiography (CTA) images. The method can be divided into two main parts, registration and bone elimination algorithms. Firstly, based on three-dimensional mutual information registration algorithm, this paper adapted sample and compression of gray scales through stastical analysis of the volume data to decrease data account and improve the calculate speed of registration. Then in the bone elimination algorithm, the extraction of bone mask in CT images is implemented by the combination of threshold and refinement of bone mask We proposed a method to optimize the calculation strategies to decrease the cost of calculation. Through the analysis of the experiments on the clinical image data, the developed method proposed in this paper have improved about eight times of computing speed. The operation time of brain CT/CTA images with about two hundred slices has been limited in twenty seconds. And the main arteries can be displayed clearly in three-dimensional space.","","Electronic:978-1-4673-2237-9; POD:978-1-4673-2238-6","10.1109/ICInfA.2012.6246869","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6246869","CTA;Mask extraction;Registration;Subtraction;Three-dimensional","Algorithm design and analysis;Angiography;Bones;Computed tomography;Image reconstruction;Mutual information","blood vessels;bone;brain;computerised tomography;diagnostic radiography;image coding;image registration;medical image processing;statistical analysis","MMBE;bone mask extraction;brain CT angiography images;brain computer tomography angiography images;clinical image data;fast subtraction algorithm;gray scale compression;improved subtraction method;matched mask bone elimination method;statistical analysis;three-dimensional mutual information registration algorithm;three-dimensional space","","0","","8","","","","6-8 June 2012","","IEEE","IEEE Conference Publications"
"Evaluating the impact of interactivity issues on e-learning effectiveness","J. G. Alzahrani; G. Ghinea","Department of Information Systems and Computing, Brunel University, London, UK","2012 International Conference on Information Technology Based Higher Education and Training (ITHET)","20120723","2012","","","1","5","This research investigates how interactivity affects the effectiveness of e-learning and how interactivity in e-learning can be improved. This research uses a mixed strategy; questionnaire surveys were conducted with students studying at Taibah University and semi structured interviews were conducted with the professors teaching at Taibah University. This research finds that the lack of interactivity in e-learning affects the effectiveness of e-learning and the most effective way of using e-learning is to use it in conjunction with traditional classroom learning. This research also concludes that new and improved technologies are required to improve interactivity in e-learning which will, undoubtedly, affect the effectiveness of e-learning systems.","","Electronic:978-1-4673-2334-5; POD:978-1-4673-2332-1","10.1109/ITHET.2012.6246017","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6246017","E-Learning;Saudi Arabia;Social Interactivity","Computer aided instruction;Educational institutions;Electronic learning;Internet;Learning systems;Process control","computer aided instruction;educational institutions;social aspects of automation;teaching","Taibah University;classroom learning;e-learning effectiveness;professors teaching;questionnaire surveys;semi structured interviews;social interactivity issues","","0","","35","","","","21-23 June 2012","","IEEE","IEEE Conference Publications"
"An Analysis System for Computer Forensic Education, Training, and Awareness","Y. Zhou; K. Jiang","Inf. Dept., Fort Hays State Univ., Hays, KS, USA","2012 International Conference on Computing, Measurement, Control and Sensor Network","20120723","2012","","","48","51","This paper aims at making a proper training of computer forensics for companies with the help of a logical analysis system, so as to do preliminaries data protection when the system is targeted under hacking attack. It is necessary to prevent hackers from removing data and wiping electronic evidence. The system will start with collecting the related work and analyze the organization's security policies and strategy, finding out the security level of the computer systems, the work environment for staffs the personnel secures awareness level, and etc. With the security level of this organization, ethical hackers can test the reaction of the organization to a hacking attack. A data model can be made to provide detailed data information for business managers, including the time at which the hacker is found by the organization, the time at which the hacker succeeds in obtaining the server permissions and data. With the help of this system, the organization is able to make a reasonable training and education plan and develop the necessary curricula of computer forensics to enhance the forensics awareness of its staffs.","","Electronic:978-0-7695-4738-1; POD:978-1-4673-2033-7","10.1109/CMCSN.2012.13","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6245813","awareness;education;evidence;training;type","Computer hacking;Computers;Forensics;Organizations;Training","computer forensics;computer science education;training","business managers;computer forensic education;computer systems;data model;data protection;electronic evidence;ethical hackers;hacking attack;logical analysis system;personnel secures awareness level;security policies;server permissions;training","","0","","7","","","","7-9 July 2012","","IEEE","IEEE Conference Publications"
"Research and simulation on space mobile platform mission on orbit","Guo Baiwei; Ding Jiuhui","Key Laboratory of Dynamics and Control of Flight Vehicle, Ministry of Education, Beijing Institute of Technology, 100081, China","2012 24th Chinese Control and Decision Conference (CCDC)","20120719","2012","","","2158","2161","For on-orbit service characteristics of one class of space mobile platform, this paper make a simulation on the orbit and attitude maneuver, design and analysis the theory and performance of the ATP(Acquisition, Tracking, Pointing) system, and build one space mobile platform simulation system in java based on PRTI and HLA(High Level Architecture). The simulation system can verify the effectiveness of platform maneuver strategy and ATP.","1948-9439;19489439","Electronic:978-1-4577-2074-1; POD:978-1-4577-2073-4","10.1109/CCDC.2012.6244346","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6244346","ATP;HLA;Orbit and attitude maneuver;Space mobile platform","Acceleration;Aerospace electronics;Mathematical model;Mobile communication;Orbits;Space vehicles;Tracking loops","Java;aerospace computing;celestial mechanics;high level synthesis;space vehicles","ATP system;HLA;Java;PRTI;acquisition-tracking-pointing system;attitude maneuver strategy;high level architecture;on-orbit service characteristic;space mobile platform mission simulation system","","0","","8","","","","23-25 May 2012","","IEEE","IEEE Conference Publications"
"Intention understanding based on multi-source information integration for Chinese Mandarin spoken commands","J. Jia; Y. Wang; Z. Ren; L. Cai","Department of Computer Science and Technology, Tsinghua University, Key Laboratory of Pervasive Computing, Ministry of Education, Tsinghua National Laboratory for Information Science and Technology (TNList), Beijing 100084, China","2012 9th International Conference on Fuzzy Systems and Knowledge Discovery","20120709","2012","","","1834","1838","In this paper, we address the problem of Intention understanding for Chinese Mandarin spoken commands. Unlike the previous works, we propose an intention understanding approach including not only the detection of command content, but also the detection of user's affective state. For command content detection, we propose a strategy of keyword combinations analysis using concept restrictions, based on N-best speech recognition results. For affective state detection, we propose a method of multi-source information integration in decision level, using a weighted maximum confidence score to get a high reliability for both acoustic features and speech recognized text. Experimental results show satisfactory effectiveness in command content detection, while combining multi-source information improves the performance of affective state detection.","","Electronic:978-1-4673-0024-7; POD:978-1-4673-0025-4","10.1109/FSKD.2012.6233831","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6233831","command content;intention understanding;multi-source information integration;user's affective state","Acoustics;Context;Feature extraction;Lattices;Semantics;Speech;Speech recognition","natural language processing;speech processing;speech recognition","Chinese mandarin spoken command;N-best speech recognition;acoustic feature;affective state detection;command content detection;decision level;keyword combination analysis;multisource information integration;speech recognized text;weighted maximum confidence score","","0","","12","","","","29-31 May 2012","","IEEE","IEEE Conference Publications"
"Study on hot topics identification and key issues in on-line news about emergency events","Liping Chen; Maoqiang Song","School of Computer Science, Beijing University of Posts and Telecommunications, 100876, China","2011 International Conference on Advanced Intelligence and Awareness Internet (AIAI 2011)","20120709","2011","","","250","254","Concerning the system of hot topics detection about the emergency events, an overall technical framework is established to implement the system. Description and solution strategy about the key issues in the four components of the system are provided. In terms of the content and structure features of the news reports as well as the distribution feature of the report sources, the text clipping method and the modified model of feature weighting calculation are proposed based on the VSM text representation model and the TF-IDF formula. The news reports about the earthquake emergency event are evaluated for this model as the data sources. Experiment results indicate that the information such as the headline, the lead and relevant feature parameters by clipping the main body of the news report can be considered as the sample set of the hot topics to be identified. Furthermore, compared with the classical model, the modified feature items weighting calculation model is more efficient in execution and more adaptive in terms of the text representation capability.","","Electronic:978-1-84919-471-6","10.1049/cp.2011.1467","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6233236","emergency event;hot topic identification;news report;text clipping;text representation model","","Internet;text analysis","TF-IDF formula;VSM text representation model;earthquake emergency event;emergency event;feature weighting calculation;headline parameter;hot topics detection;hot topics identification;lead parameter;news report;online news;relevant feature parameter;term frequency-inverse document frequency;text clipping method","","1","","","","","","28-30 Oct. 2011","","IET","IET Conference Publications"
"A study of the tablet computer's application in K-12 schools in China","Wenxin Liang; Shengquan Yu; Taotao Long","Center for Distance Education, Beijing Institute of Education, 100120, China","2011 International Conference on Advanced Intelligence and Awareness Internet (AIAI 2011)","20120709","2011","","","164","168","As an emerging mobile terminal, tablet computers have begun to enter into the educational system. For better understanding the application and people's perspectives of the new technology in K-12 schools in China, a survey was conducted to investigate tablet computer's application, user's perspectives and requirements among K-12 students, teachers and educational administrators in urban areas in China. The findings of the study showed that people still need deeper understanding of the new technology's application in K-12 education. In addition, this study stated that in order to introduce tablet computers into K-12 education, more attention should be paid to the comprehensive design of the whole educational system, including the design of the learning support system and instructional strategies, as well as the design and development of educational software and resources.","","Electronic:978-1-84919-471-6","10.1049/cp.2011.1449","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6233218","K-12 School;Survey;Tablet Compute","","computer aided instruction;educational institutions;notebook computers","China;K-12 schools;K-12 students;K-12 teachers;educational administrators;educational resources;educational software;educational system;instructional strategies;learning support system;mobile terminal;tablet computer application;urban areas;user perspectives","","1","","","","","","28-30 Oct. 2011","","IET","IET Conference Publications"
"Understanding presence awareness information needs among engineering students","V. Herskovic; A. Neyem; S. F. Ochoa; J. A. Pino; P. Antunes","Department of Computer Science, Pontificia Universidad Cat&#x00F3;lica de Chile, Santiago, Chile","Proceedings of the 2012 IEEE 16th International Conference on Computer Supported Cooperative Work in Design (CSCWD)","20120621","2012","","","258","264","The flexibility and changing nature of loosely coupled work makes presence awareness crucial to promote interactions among collaborators. Undergraduate students, in their efforts to accomplish coursework-related tasks, must deal with having several available channels to interact with others, accessing and sharing educational material, and the need to optimize their time. Most of them work in a loosely coupled way as the main strategy to reduce the effort spent in the educational process. Presence awareness may help them achieve interactions among potential collaborators in this scenario. This paper aims to identify the most suitable presence awareness information to promote on-demand interactions among college students. A study was conducted for this purpose, involving undergraduate engineering students from two universities in Chile. This article also presents a classification of presence awareness mechanisms for loosely-coupled mobile group work.","","Electronic:978-1-4673-1212-7; POD:978-1-4673-1211-0","10.1109/CSCWD.2012.6221827","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6221827","Presence awareness;educational activities;field study;loosely-coupled mobile work;students' interactions support","Availability;LinkedIn;Synchronization;Visualization","computer aided instruction;educational institutions;engineering education;groupware;human computer interaction;information needs;mobile computing;pattern classification","Chile;collaborator interaction;college student on-demand interactions;coursework-related tasks;loosely-coupled mobile group work;presence awareness information needs;presence awareness mechanism classification;undergraduate engineering students;universities","","2","","32","","","","23-25 May 2012","","IEEE","IEEE Conference Publications"
"Deadlock Control of Automated Manufacturing Systems Based on Petri Nets—A Literature Review","Z. Li; N. Wu; M. Zhou","School of Electro-Mechanical Engineering, Xidian University, Xi&#x2019;an, China","IEEE Transactions on Systems, Man, and Cybernetics, Part C (Applications and Reviews)","20120613","2012","42","4","437","462","Deadlocks are a rather undesirable situation in a highly automated flexible manufacturing system. Their occurrences often deteriorate the utilization of resources and may lead to catastrophic results in safety-critical systems. Graph theory, automata, and Petri nets are three important mathematical tools to handle deadlock problems in resource allocation systems. Particularly, Petri nets are considered as a popular formalism because of their inherent characteristics. They received much attention over the past decades to deal with deadlock problems, leading to a variety of deadlock-control policies. This study surveys the state-of-the-art deadlock-control strategies for automated manufacturing systems by reviewing the principles and techniques that are involved in preventing, avoiding, and detecting deadlocks. The focus is deadlock prevention due to its large and continuing stream of efforts. A control strategy is evaluated in terms of computational complexity, behavioral permissiveness, and structural complexity of its deadlock-free supervisor. This study provides readers with a conglomeration of the updated results in this area and facilitates engineers in finding a suitable approach for their industrial scenarios. Future research directions are finally discussed.","1094-6977;10946977","","10.1109/TSMCC.2011.2160626","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6035992","Deadlock avoidance;Petri net;deadlock prevention;discrete-event system;flexible manufacturing system (FMS)","Control systems;Manufacturing systems;Petri nets;Resource management;Robots;System recovery","Petri nets;computational complexity;flexible manufacturing systems;resource allocation","Petri nets;automata;automated flexible manufacturing system;behavioral permissiveness;computational complexity;deadlock prevention;deadlock-control policies;deadlock-free supervisor;graph theory;resource allocation systems;structural complexity","","125","","282","","","20111006","July 2012","","IEEE","IEEE Journals & Magazines"
"Joint uplink power and subchannel allocation in cognitive radio network","J. Zhang; T. Lv; H. Gao; Y. Lu","Key Laboratory of Trustworthy Distributed Computing and Service, Ministry of Education, BUPT, Beijing, 100876, China","2012 IEEE Wireless Communications and Networking Conference (WCNC)","20120611","2012","","","306","311","In this paper, we consider the resource allocation problem in the uplink transmission of an orthogonal frequency-division multiple access (OFDMA) based cognitive radio (CR) network. The resource allocation aims to maximize the uplink throughput of secondary users (SUs) in CR network under the constraints of the primary user (PU) interference and the transmit power limits of SUs. In general, the optimal joint power and subchannel allocation is known as NP-hard. To ease the computation complexity while maintain good performance, we propose a novel particle swarm optimization (PSO) based joint uplink power and subchannel allocation algorithm to solve this resource allocation problem. Due to the combinatorial nature of the resource allocation problem, our algorithm in which power continuously changes while the subchannel allocation strategy alters in the iteration process can obtain better performance than the existing decomposition based algorithm that subchannel assignment and power allocation are implemented separately. Simulation results show the effectiveness of the proposed algorithm.","1525-3511;15253511","Electronic:978-1-4673-0437-5; POD:978-1-4673-0436-8","10.1109/WCNC.2012.6214332","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6214332","","Cognitive radio;Interference;Joints;Optimization;Resource management;Sensors;Throughput","OFDM modulation;channel allocation;cognitive radio;communication complexity;frequency division multiple access;iterative methods;particle swarm optimisation;radio links;radiofrequency interference;resource allocation","NP-hard;OFDMA;cognitive radio network;computation complexity;iteration process;joint uplink power allocation;optimal joint power;orthogonal frequency-division multiple access;particle swarm optimization;primary user interference;resource allocation problem;secondary user;subchannel allocation algorithm;subchannel assignment;uplink throughput maximisation;uplink transmission","","5","","15","","","","1-4 April 2012","","IEEE","IEEE Conference Publications"
"Developing a Smart Grids System as a PBL with Agile Method on Computer Engineering Courses","C. H. Coutinho; J. C. Marques; S. M. H. Yelisetty; S. Mirachi; A. L. P. Ribeiro; M. A. da Silva; A. M. da Cunha; L. A. V. Dias","Electron. & Comput. Eng. Grad. Program, Brazilian Aeronaut. Inst. of Technol. (Inst. Tecnol. de Aeronaut. - ITA), Sao Jose dos Campos, Brazil","2012 Ninth International Conference on Information Technology - New Generations","20120531","2012","","","325","330","This paper describes an experiment of integrating three courses at the Brazilian Aeronautics Institute of Technology, within the Electronic and Computer Engineering Graduate Program on the 1st semester of 2011. A smart grids system was used as a Problem Based Learning (PBL) strategy together with an agile method and best practices within a project developed on three courses: CE-240 Database Systems Project, CE-245 Information Technologies, and CE-229 Software Testing. Students of these courses had to interact, in order to produce a prototype of a smart grids system, simulating a real project development. At the end, a survey among students has proved that the integration of practical exercises has provided higher levels of understanding and problem solving capabilities, improving students' knowledge. The survey also has shown that communication between students from different courses should be improved. The major findings of this paper were that the integration of the three courses was favorable by 83% of the surveyed students, and most students (73%) have considered that their knowledge was improved. Authors recommend the use of practical exercises, courses integration, and PBL to considerably increase the quality of electronic and computer engineering courses.","","Electronic:978-0-7695-4654-4; POD:978-1-4673-0798-7","10.1109/ITNG.2012.55","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6209173","Agile Method;Information Technology Integration;Problem Based Learning;Smart Grids System;Software Engineering Integration","","computer science education;educational courses;educational institutions;power engineering computing;power engineering education;problem solving;smart power grids","Brazilian Aeronautics Institute of Technology;CE-229 Software Testing;CE-240 Database Systems Project;CE-245 Information Technologies;Electronic and Computer Engineering Graduate Program;PBL;agile method;computer engineering courses;courses integration;electronic engineering courses;practical exercises;problem based learning strategy;problem solving capabilities;project development;smart grids system;students knowledge improvement","","3","","17","","","","16-18 April 2012","","IEEE","IEEE Conference Publications"
"Visualisation to enhance students' engineering design ability","M. Mavinkurve; S. Murthy","IDP in Educational Technology, Powai, Mumbai, India","2012 IEEE International Conference on Technology Enhanced Education (ICTEE)","20120531","2012","","","1","8","One of the objectives of engineering education as per ABET is to develop design skills among students. Some universities have applied instructional strategies to teach engineering design ability and studies have shown that they have positive impact on student's learning. In spite of this, the focus on design is not common in engineering course. One possible reason is due to the specialized requirements that are difficult to implement in a traditional course - i.e. large number of specially trained teachers, infrastructure resources, lack of instructional material and pedagogical barriers such as assessment of such courses. A possible solution to address these problems is to integrate traditional instruction with visualisations such as animation, simulation and other visual learning tools. This paper suggests the use of visualisation to develop students' engineering design ability. The first step is to identify engineering design competencies and related sub-competencies. These sub-competencies serve as indicators to define the required features of visualisation. In this paper, we describe the process of identifying engineering design competencies, features of visualization which address the development of these competencies and supporting instructional activities. While most of our processes can be adapted to develop students' design competencies in any engineering course, we restrict our scope to an electronics course within an Indian university environment.","","Electronic:978-1-4577-0726-1; POD:978-1-4577-0725-4","10.1109/ICTEE.2012.6208671","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6208671","Engineering design competency;Engineering design education;Engineering design sub-competency;Instructional activity;Visualisation","Educational institutions;Engineering education;FETs;Materials;Reverse engineering;Visualization","computer aided instruction;computer animation;data visualisation;educational courses;electronic engineering computing;electronic engineering education","ABET;Indian university environment;animation;electronics course;engineering course;engineering design competencies;engineering education;student engineering design ability;visual learning tool;visualisation","","0","","42","","","","3-5 Jan. 2012","","IEEE","IEEE Conference Publications"
"Optimal Lane Reservation in Transportation Network","Y. Fang; F. Chu; S. Mammar; M. Zhou","Laboratory IBISC, University of Evry-Val d'Essonne, Evry, France","IEEE Transactions on Intelligent Transportation Systems","20120529","2012","13","2","482","491","This work studies a lane reservation problem in a transportation network. It aims to design task paths and optimally select lanes to be reserved in a transportation network. In this problem, each lane has limited residual capacity, which is the lane capacity that can be used for the tasks causing no delay in this lane. If the residual capacity of a lane is not large enough to allow tasks to use it, the reservation of this lane is necessary. Once reserved, the lane can be used by the tasks only. Therefore, the travel time in this reserved lane is less than that when it is not reserved. Such lane reservation strategy ensures that each task can transport the commodity from its source to destination within a given travel time. However, this reserved lane generates traffic impact on nonreserved lanes. The objective of the problem is to minimize the total impact of all reserved lanes on nonreserved lanes subject to the timely completion of all the concerned tasks. In this paper, two integer linear programming models are, for the first time, formulated. The complexity of the problem is demonstrated to be non-deterministic polynomial-time hard. Then, an optimal algorithm based on the cut-and-solve method is developed for the problem. The computational results of randomly generated network instances up to 120 nodes and 468 arcs show that the proposed algorithm significantly outperforms the direct use of an optimization solver of CPLEX.","1524-9050;15249050","","10.1109/TITS.2011.2171337","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6099683","Cut-and-solve method;linear programming;optimization;traffic control;transportation systems","Complexity theory;Computational modeling;Delay;Educational institutions;Upper bound;Vehicles","integer programming;linear programming;minimisation;road traffic;transportation","CPLEX;cut-and-solve method;integer linear programming;lane capacity;nondeterministic polynomial-time hard;optimal algorithm;optimal lane reservation;optimization solver;residual capacity;task path;traffic impact;transportation network;travel time","","30","","37","","","20111209","June 2012","","IEEE","IEEE Journals & Magazines"
"ANN based MARC controller design for an Industrial Chemical process","G. Glan Devadhas; S. Pushpakumar; D. M. Mary Synthia Regis Prabha","Dept of EIE, N.I. Centre for Higher Education, India","2012 International Conference on Computing, Electronics and Electrical Technologies (ICCEET)","20120524","2012","","","375","382","This work aims to develop an Artificial Neural Network based Model Reference Adaptive Control strategy for an Industrial Process. The inherent advantage of the Neural Network to adapt in real time together with the effectiveness of Model Reference Adaptive control is utilized in the control of Industrial Chemical process.","","DVD:978-1-4673-0210-4; Electronic:978-1-4673-0212-8; POD:978-1-4673-0211-1","10.1109/ICCEET.2012.6203862","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6203862","ANN;Adaptive;CSTR process;MARC","Adaptation models;Artificial neural networks;Equations;Mathematical model","chemical reactors;industrial control;model reference adaptive control systems;neurocontrollers","ANN based MARC controller design;CSTR process;artificial neural network;continuous stirred-tank reactor;industrial chemical process;model reference adaptive control strategy","","0","","18","","","","21-22 March 2012","","IEEE","IEEE Conference Publications"
"A software platform for eLearning of interventions in Cultural Heritage environments","N. Alvarez; J. C. Puche; R. Martínez; J. Finat","MoBiVAP R&D Group, Univ. of Valladolid, Valladolid, Spain","Proceedings of the 2012 IEEE Global Engineering Education Conference (EDUCON)","20120517","2012","","","1","5","We have developed a software tool for Learning of Conservation and Rehabilitation Tasks in AEC [Architecture, Engineering, Construction] environments. It is based on different multimedia contents [text, image, video, laser scan] which are georeferenced to a representation of an outdoor scene. Three-dimensional modelling is compatible with any kind of devices for photogrammetric surveying, including images and laser-based information. It intends to become an educational and corporative learning platform (e-Learning and e-Working), which will enable to instructors an effective design of online courses and an efficient management of learning techniques and collaboration activities on the web. Our contribution is focused towards the design and development of collaborative working environments, where experts with different expertise can share their knowledge in a common framework. This tool has been applied for planning intervention strategies, products and methodologies focused towards surveying, planning and executing conservation policies in architectural elements of the Spanish Cultural Heritage with a special regard to Accessibility issues.","2165-9559;21659559","Electronic:978-1-4673-1456-5; POD:978-1-4673-1457-2; USB:978-1-4673-1455-8","10.1109/EDUCON.2012.6201137","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6201137","MACE;New Learning/Teaching Model;Technology-Enhanced Learning;eLearning Standards","Cultural differences;Electronic learning;Least squares approximation;Multimedia communication;Pathology;Solid modeling;Three dimensional displays","Internet;architecture;civil engineering computing;computer aided instruction;construction;educational courses;groupware;history;maintenance engineering;quantity surveying;solid modelling","AEC;Spanish cultural heritage;World Wide Web;accessibility issues;architectural elements;architecture-engineering-construction environments;collaboration activity;collaborative working environments;conservation learning;conservation policy;corporative learning platform;cultural heritage environments;e-learning;e-working;eLearning;educational learning platform;georeferencing;intervention strategy;laser-based information;learning techniques management;multimedia contents;online courses;outdoor scene;photogrammetric surveying;planning;rehabilitation tasks;software platform;software tool;three-dimensional modelling","","0","","5","","","","17-20 April 2012","","IEEE","IEEE Conference Publications"
"Design and evaluation of an Augmented Vision System for human-robot cooperation in cognitively automated assembly cells","B. Odenthal; M. P. Mayer; W. Kabuss; C. M. Schlick","Institute of Industrial Engineering and Ergonomics of RWTH Aachen University, Aachen, Germany","International Multi-Conference on Systems, Sygnals & Devices","20120510","2012","","","1","6","A research project has been initiated to study self-optimizing assembly cells and to design innovative ergonomic human-machine interfaces of the cell's numerical control. An experimental assembly cell was designed where a robot carries out a certain repertoire of coordinated pick and place operations with small work pieces. In order to support the human operator while monitoring the operations and intervening in the case of assembly errors, an Augmented Vision System (AVS) has been designed and developed. The study described in this paper deals with the ergonomic presentation of assembly information by the AVS in order to support the human operator in developing a cooperative disassembly strategy between the human operator and robot. A laboratory experiment was carried out to compare two different participant groups (different professional education) and to investigate different decision support modes. A total of 44 participants participated in the experiments. The statistical analysis shows that the decision support mode as well as the different participant groups significantly influence the execution time of the participants (α=0.05).","","Electronic:978-1-4673-1591-3; POD:978-1-4673-1590-6","10.1109/SSD.2012.6197931","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6197931","Augmented Reality;Cognitive Automation;Disassembly","Assembly;Correlation;Ergonomics;Humans;Image color analysis;Laboratories;Robots","augmented reality;cognitive systems;human computer interaction;human-robot interaction;numerical control;process monitoring;production engineering computing;robotic assembly;statistical analysis","assembly errors;augmented vision system design;augmented vision system evaluation;cell numerical control;cognitively automated assembly cells;cooperative disassembly strategy;coordinated pick and place operations;decision support modes;ergonomic human-machine interfaces;human operator;human-robot cooperation;operation monitoring;participant execution time;repertoire;self-optimizing assembly cells;statistical analysis;work pieces","","0","","16","","","","20-23 March 2012","","IEEE","IEEE Conference Publications"
"Adaptive congestion avoidance scheme based on reinforcement learning for wireless sensor network","Hu Tan; Lijun Zhao; Wei Liu; Yawen Niu; Chenglin Zhao","Ministry of Education, Key Laboratory of Universal Wireless Communication /Wireless Network Laboratory, Beijing University of Posts and Telecommunications, 100876, China","IET International Conference on Communication Technology and Application (ICCTA 2011)","20120507","2011","","","228","232","Energy efficiency and QoS-aware are the key issues of wireless sensor network (WSN). In this paper, we proposed a congestion avoidance scheme devoting to efficient use of energy and adaptive maintain well QoS quality by self-adapt routing. Because it is difficult to obtain the state of network energy and QoS in a practical condition, we are motivated to utilize reinforcement learning to obtain the routing strategy in multi-path communication of WSN. We extend the R-learning algorithm to solve the difficulty of the nodes obtaining the network's status information. We compare the proposed scheme to other congestion avoidance protocols, such as CR. The simulation results show that the performance of our schemes is prior to existing ones.","","Electronic:978-1-84919-470-9","10.1049/cp.2011.0664","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6192860","QoS;Reinforcement learning;adaptive congestion avoidance;wireless sensor network","","energy conservation;learning (artificial intelligence);quality of service;telecommunication computing;telecommunication network routing;wireless sensor networks","QoS quality maintenance;QoS-aware;adaptive congestion avoidance scheme;energy efficiency;multipath communication;reinforcement learning;self-adapt routing;wireless sensor network","","0","","","","","","14-16 Oct. 2011","","IET","IET Conference Publications"
