"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Adaptive scheduling framework for multi-core systems based on task-parallel programming model","Y. Cao; B. Wei; B. Wu; L. Shi","School of Software Technology, Zhengzhou University, Zhengzhou, China","2015 10th International Conference on Computer Science & Education (ICCSE)","20150910","2015","","","145","148","Due to the poor scalability and intensive competition for computing resource in multi-core runtime system, how to efficiently exploit the advantages offered by multi-core processors has become an imminent challenge. Based on dynamic parallelism feedback strategy, we present an adaptive scheduling framework, named A-SYS, which can dynamically redistribute and manage the computing resources among different applications. A prototype system is implemented based on Cilk and OpenMP runtime systems. The experimental results show that A-SYS improves overall system performance and resource utilization for multi-core systems. Comparing with scheduling algorithms which only rely on runtime systems, A-SYS shortens running time of applications for nearly 50%, and with the number of applications increasing the effect is more significant.","","Electronic:978-1-4799-6600-4; POD:978-1-4799-6601-1; USB:978-1-4799-6599-1","10.1109/ICCSE.2015.7250232","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7250232","adaptive scheduling;multi-core systems;runtime system;task-parallel programming model","Adaptive scheduling;Dynamic scheduling;Multicore processing;Processor scheduling;Programming;Resource management;Runtime","application program interfaces;multiprocessing systems;parallel programming;processor scheduling","A-SYS adaptive scheduling framework;Cilk runtime systems;OpenMP runtime systems;dynamic parallelism feedback strategy;multicore processors;multicore runtime system;task-parallel programming model","","0","","7","","","","22-24 July 2015","","IEEE","IEEE Conference Publications"
"Teaching strategy on VHDL course based on participative learning","J. M. Montañana; L. G. Lemus-Zúñiga; A. A. Garza; J. V. Benlloch-Dualde","Universidad Complutense de Madrid, 28040, Spain","2015 International Conference on Information Technology Based Higher Education and Training (ITHET)","20150824","2015","","","1","6","Learning from experience had been shown as effective learning method, for instance Confucius, (450 BC) wrote “I hear and I forget, I see and I remember, I do and I understand.”, or more recently by the psychologist David Kolb when he said on his book that “a person would learn through discovery and experience.” In our course, we follow that practical strategy on which learning is based on exploring and thinking. To motivate the students' interest had provided good results to engage students in the contents of our course. In particular, we suggest them to build their own complete embedded system, which structure and purpose is completely decided by the students. This freedom makes the students be stimulated, interested and enjoy, moving them to find the solutions they require in learning material. In this way, students feel that knowledge to acquire in the course is useful instead of just something boring to learn for an exam, but at the same time the use of that material allows them to internalize it and get new skills. But also, once the project finish makes students feel self-confident to face engineering challenges that they may find in future work. During the last years, the students achieved design and debugging skills on VHDL by facing the challenges from their own proposed system. Commonly, students go deeper in the areas when they feel interested than when teachers request them. It is because students find the relevance of the knowledge when it provide solutions to them. Also, this motivation moves students to spend more hours in the project than they use to spend in other subjects. In fact, students even decide to buy FPGA training boards to keep working at home (prices start from 36$). The elements developed by the students in their embedded systems, use to be the hardware controller for PS/2 keyboard and mouse, graphic controller, music generator with or without digital to analog converters, access to different memory mod- les. Provide multiple solutions based on hardware finite state machines. But also the software in that system, that use to be some kind of computer game.","","Electronic:978-1-4799-1756-3; POD:978-1-4799-1757-0; USB:978-1-4799-1755-6","10.1109/ITHET.2015.7218025","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7218025","Collaborative Learning;Curriculum for Excellence;Engage Students;Higher Education;Innovation in Teaching with Technology;Participative Learning;Project-Based Learning;Teaching Experience;Teamwork","Embedded systems;Field programmable gate arrays;Games;Hardware;Teamwork;Training","electronic engineering education;teaching","VHDL course;embedded system;participative learning;teaching strategy","","0","","10","","","","11-13 June 2015","","IEEE","IEEE Conference Publications"
"Novice Code Understanding Strategies during a Software Maintenance Assignment","C. Szabo","Sch. of Comput. Sci., Univ. of Adelaide, Adelaide, SA, Australia","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","20150817","2015","2","","276","284","Existing efforts on teaching software maintenance have focussed on constructing adequate codebases that students with limited knowledge could maintain, with little focus on the learning outcomes of such exercises and of the approaches that students employ while performing maintenance. An analysis of the code understanding strategies employed by novice students as they perform software maintenance exercises is fundamental for the effective teaching of software maintenance. In this paper, we analyze the strategies employed by second year students in a maintenance exercise over a large codebase. We analyze student reflections on their code understanding, maintenance process and the use of tools. We show that students are generally capable of working with large codebases. Our study also finds that the majority of students follow a systematic approach to code understanding, but that their approach can be significantly improved through the use of tools and a better understanding of reverse engineering approaches.","0270-5257;02705257","Electronic:978-1-4799-1934-5; POD:978-1-4799-1935-2","10.1109/ICSE.2015.341","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7202973","cognitive models;software engineering;software maintenance","Education;Maintenance engineering;Software engineering;Software maintenance;Systematics;Testing","computer science education;reverse engineering;software maintenance","adequate codebases;learning outcomes;novice code understanding strategies;novice students;reverse engineering approaches;second year students;software maintenance assignment;software maintenance exercises","","0","","20","","","","16-24 May 2015","","IEEE","IEEE Conference Publications"
"Improving Student Group Work with Collaboration Patterns: A Case Study","C. Köppe; M. v. Eekelen; S. Hoppenbrouwers","HAN Univ. of Appl. Sci., Arnhem, Netherlands","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","20150817","2015","2","","303","306","Group work skills are essential for Computer Scientists and especially Software Engineers. Group work is included in most CS curricula in order to support students in acquiring these skills. During group work, problems can occur related to a variety of factors, such as unstable group constellations or (missing) instructor support. Students need to find strategies for solving or preventing such problems. Student collaboration patterns offer a way of supporting students by providing problem-solving strategies that other students have already applied successfully. In this work we describe how student collaboration patterns were applied in an interdisciplinary software engineering project, and show that their application was generally experienced as helpful by the students.","0270-5257;02705257","Electronic:978-1-4799-1934-5; POD:978-1-4799-1935-2","10.1109/ICSE.2015.160","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7202977","Collaboration Patterns;Group Work;Student Projects","Computer science;Conferences;Software;Software engineering;Team working;Teamwork","computer science education;software engineering","CS curricula;interdisciplinary software engineering project;problem-solving strategy;student collaboration patterns;student group work skills","","0","","13","","","","16-24 May 2015","","IEEE","IEEE Conference Publications"
"Evolution of Software Development Strategies","K. Falkner; C. Szabo; R. Vivian; N. Falkner","Sch. of Comput. Sci., Univ. of Adelaide, Adelaide, SA, Australia","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","20150817","2015","2","","243","252","The development of discipline-specific cognitive and meta-cognitive skills is fundamental to the successful mastery of software development skills and processes. This development happens over time and is influenced by many factors, however its understanding by teachers is crucial in order to develop activities and materials to transform students from novice to expert software engineers. In this paper, we analyse the evolution of learning strategies of novice, first year students, to expert, final year students. We analyse reflections on software development processes from students in an introductory software development course, and compare them to those of final year students, in a distributed systems development course. Our study shows that computer science - specific strategies evolve as expected, with the majority of final year students including design before coding in their software development process, but that several areas still require scaffolding activities to assist in learning development.","0270-5257;02705257","Electronic:978-1-4799-1934-5; POD:978-1-4799-1935-2","10.1109/ICSE.2015.153","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7202969","self regulated learning behavior;software development strategies","Context;Encoding;Planning;Programming profession;Software;Software engineering","computer science education;educational courses;software engineering;teaching","computer science specific strategies;discipline-specific meta-cognitive skills development;distributed system development course;learning strategies;scaffolding activities;software coding;software development course;software development skills;software development strategies","","1","","40","","","","16-24 May 2015","","IEEE","IEEE Conference Publications"
"CS/SE Instructors Can Improve Student Writing without Reducing Class Time Devoted to Technical Content: Experimental Results","P. V. Anderson; S. Heckman; M. Vouk; D. Wright; M. Carter; J. E. Burge; G. C. Gannod","Elon Univ., Elon, NC, USA","2015 IEEE/ACM 37th IEEE International Conference on Software Engineering","20150817","2015","2","","455","464","The Computer Science and Software Engineering (CS/SE) profession reports that new college graduates lack the communication skills needed for personal and organizational success. Many CS/SE faculty may omit communication instruction from their courses because they do not want to reduce technical content. We experimented in a software-engineering-intensive second-semester programming course with strategies for improving students' writing of black box test plans that included no instruction on writing the plans beyond the standard lecture on testing. The treatment version of the course used 1) a modified assignment that focused on the plan's readers, 2) a model plan students could consult online, and 3) a modified grading rubric that identified the readers' needs. Three external raters found that students in the treatment sections outperformed students in the control sections on writing for five of nine criteria on rubrics for evaluating the plans and on the raters' holistic impression of the students' technical and communication abilities from the perspectives of a manager and a tester.","0270-5257;02705257","Electronic:978-1-4799-1934-5; POD:978-1-4799-1935-2","10.1109/ICSE.2015.178","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7202996","black box test plans;communication across the curriculum;software engineering education","Education;Employment;Programming;Software engineering;Software testing;Writing","computer science education;educational courses;software engineering","CS-SE instructors;black box test plans;communication instruction;computer science and software engineering profession;software-engineering-intensive second-semester programming course;student writing improvement","","0","","24","","","","16-24 May 2015","","IEEE","IEEE Conference Publications"
"Development of video based on Cognitive Conflict Strategies in learning Information Technology Application and Communication subject","R. Ab Rahim; N. Md Noor; N. M. Zaid","Faculty of Education, Universiti Teknologi Malaysia, Johor Bahru, Johor, Malaysia","2014 IEEE 6th Conference on Engineering Education (ICEED)","20150813","2014","","","139","144","Cognitive conflict is one of the important factors in conceptual change process of student learning. It is effective to create more meaningful knowledge, exciting learning process, improving performance and correcting student's misconception. Apart from that, video-based learning environments also can help to stimulate students' interest towards learning. Due to the beneficial implications, cognitive conflict can be considered to be implemented in the video to foster student constructing or restoring a correct framework for their own knowledge. Therefore, the aim of this research was to develop a video for learning Information Technology Applications & Communications subject based on the Cognitive Conflict Strategies. The video was developed using the ADDIE Instructional Design model as a guideline. A group of 18 students was assigned to use the video and then were asked whether the video is able to stimulate their interest towards learning. The video was also being test on students' perception on its effectiveness based on cognitive conflict strategy for reducing students' misconception. Data were analyzed and presented in the form of radar graph. Overall, the results of this study indicate a positive outcome. Further research must be carried out so that the video that had been developed based on cognitive conflict strategy can truly help students in mastering the concepts learned in Information Technology Applications & Communications subject.","","Electronic:978-1-4799-4595-5; POD:978-1-4799-4594-8","10.1109/ICEED.2014.7194703","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7194703","cognitive conflict strategies;misconception;video based learning","Conferences;Engineering education;Information technology;Protocols;Radar;Software","cognition;computer aided instruction;educational courses;graph theory","ADDIE instructional design model;cognitive conflict strategies;conceptual change process;information technology applications & communications subject;radar graph;student learning;student misconception;video development;video-based learning environments","","0","","16","","","","9-10 Dec. 2014","","IEEE","IEEE Conference Publications"
"A network-based host identifier locator separating protocol in software-defined networks","Chan-Haeng Lee; Seong-Mun Kim; Sung-Gi Min; Youn-Hee Han","Dept. of Computer Science and Engineering, Korea University, Seoul, Republic of Korea","2015 Seventh International Conference on Ubiquitous and Future Networks","20150810","2015","","","529","534","An IP address is used as a host identifier and a locator to bind hosts and applications to their location in existing Internet. Several protocols are proposed to eliminate this binding. Most of these protocols use IPv6-based host identifiers to maintain compatibility with existing Internet, but these identifiers cannot be handled by standard IPv6 routers because such identifiers are unroutable. Therefore, host identifiers need to be usually converted to locators at hosts, and the standard IPv6 protocol should be modified to interoperate with these protocols. In this paper, we propose a network-based host identifier locator separating scheme in software-defined network. The proposed scheme separates the underlying network into Host Identity and IP domains in order to directly forward unroutable identifiers. Host Identity domain includes its own routing strategy based on a distributed hash table algorithm. The proposed scheme directly handles the packets which have host identifiers as its addresses, and converts the host identifiers to the corresponding locators in the network. We compare the differences between the proposed scheme and other existing solutions.","2165-8528;21658528","Electronic:978-1-4799-8993-5; POD:978-1-4799-8994-2; USB:978-1-4799-8992-8","10.1109/ICUFN.2015.7182600","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7182600","","IP networks;Internet;Manganese;Mobile communication;Routing;Routing protocols","IP networks;Internet;protocols;software defined networking;telecommunication network routing","IP address;IPv6 protocol;IPv6-based host identifiers;Internet;distributed hash table algorithm;network-based host identifier locator separating protocol;routing strategy;software-defined networks","","0","","19","","","","7-10 July 2015","","IEEE","IEEE Conference Publications"
"GUPPIE, underwater 3D printed robot a game changer in control design education","S. Ziaeefard; G. A. Ribeiro; N. Mahmoudian","Department of Mechanical Engineering-Engineering Mechanics, Michigan Technological University, Houghton, 49931, USA","2015 American Control Conference (ACC)","20150730","2015","","","2789","2794","This paper presents innovative strategies to teach control and robotic concepts. These strategies include: 1) a real world focus on social/environmental contexts that are meaningful and “make a difference”; 2) continuous design potential and engagement through use of a platform that integrates design with engineering; 3) mission-based versus application-based approaches, where meaningful application justifies the process; and 4) hands-on, inquiry-based problem-solving. For this purpose a Glider for Underwater Problem-solving and Promotion of Interest in Engineering or “GUPPIE” platform and its simulator were utilized. GUPPIE is easy and inexpensive to manufacture, with readily available lightweight and durable components. It is also modular to accommodate a variety of learning activities. This paper describes how GUPPIE and its interdisciplinary nature was used as a pedagogical platform for teaching core control concepts for different age groups. The activities are designed to attract the interest of students as early as middle school and sustain their interest through college. The game changing aspect of this approach is scaffolded learning and the fact that the students will work with the same platform while progressing through the concepts.","0743-1619;07431619","CD-ROM:978-1-4799-8685-9; Electronic:978-1-4799-8684-2; POD:978-1-4799-1773-0","10.1109/ACC.2015.7171157","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7171157","","Education;Educational robots;Mathematical model;Software packages;Three-dimensional displays;Vehicles","control engineering education;control system synthesis;environmental factors;problem solving;robots","GUPPIE;application-based approaches;control design education;core control concept teaching;environmental contexts;game changer;glider for underwater problem-solving and promotion of interest in engineering;inquiry-based problem-solving;learning activities;mission-based approaches;pedagogical platform;social contexts;underwater 3D printed robot","","1","","21","","","","1-3 July 2015","","IEEE","IEEE Conference Publications"
"Software engineering's implementation in a virtual world's software for education","C. Maldonado; M. Groppo; M. Pérez Cota","Departamento de Ingenier&#x00ED;a de Sistemas de Informaci&#x00F3;n, Secretaria de Investigaci&#x00F3;n, Universidad Tecnol&#x00F3;gica Nacional (Fac Reg. C&#x00F3;rdoba) y Universidad Empresarial Siglo 21, C&#x00F3;rdoba, Argentina","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","5","The aim of this PhD thesis from the program named “Software Engineering based on reusable components, with human computer interface application”, is to enhance the learning experience for university students at the Information Systems Engineering and Software careers from two local universities and middle level school. The enhanced experience could be possible by the interaction with scenarios created with open source multi-user 3D application server and developed with the requirements of the instructor and the teaching strategies adopted. The evolution of the educational use of the Virtual Worlds, the difficulties and the opportunities discovered that this kind of software offers to the task of teaching, supported by the software engineering are listed.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170463","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170463","Blended Learning;Requirements;Software Engineering;Virtual Worlds;e-learning;e-teaching","Blogs;Education;Google;Second Life;Software;Software engineering;Three-dimensional displays","computer aided instruction;educational institutions;human computer interaction;public domain software;software engineering;teaching","educational use;human computer interface;instructor requirement;open source multiuser 3D application server;software engineering;teaching strategy;university student;virtual world software","","0","","27","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Rate control for screen content coding in HEVC","Y. Guo; B. Li; S. Sun; J. Xu","School of Information and Communication Engineering, Beijing University of Posts and Telecommunications, Beijing, China","2015 IEEE International Symposium on Circuits and Systems (ISCAS)","20150730","2015","","","1118","1121","Screen content usually has much different motion characteristics compared with conventional videos, which makes exiting rate control schemes unsuitable. This paper analyses the motion characteristics of screen content and proposes an efficient rate control method for screen content coding, by improving the bit allocation and model parameter adaptation strategies. The proposed rate control algorithm is able to both control bitrate accurately and improve the quality of the entire video sequence. The experimental results demonstrate that the proposed algorithm achieves smaller bitrate errors and better coding performance. Compared with the existing rate control scheme in High Efficiency Video Coding (HEVC) reference software, the proposed algorithm improves the coding efficiency by 5.6% on average while obtaining smaller bitrate errors.","0271-4302;02714302","Electronic:978-1-4799-8391-9; POD:978-1-4799-8392-6","10.1109/ISCAS.2015.7168834","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7168834","HEVC;bit allocation;rate control;screen content coding;sliding window","Algorithm design and analysis;Bit rate;Cameras;Complexity theory;Encoding;Video coding;Videos","image sequences;motion estimation;video coding","HEVC;bit allocation;bit rate errors;conventional videos;high efficiency video coding;motion characteristics;rate control algorithm;rate control method;screen content coding;video sequence","","1","","9","","","","24-27 May 2015","","IEEE","IEEE Conference Publications"
"Meanful experiences for training in innovation of systems engineers: Case University of Medellín","M. C. Gómez; L. González; J. Echeverri; M. González","Ingenier&#x00ED;a de sistemas Facultad de Ingenier&#x00ED;a Universidad de Medell&#x00ED;n Medell&#x00ED;n, Colombia","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","6","The achievement of innovative results in academic spaces needs the constant search of the creativity. This implies defying the methodologies of traditional classes by means of utilization of special tools and techniques that suppose an additional effort for the teachers with regard to the strategies used per years. Make real the fantasy of the innovation is not a task easy to undertake in the academic occupation. This article describes some key to go beyond as for the use of techniques that improve the creativity to the interior of classes and presents results that demonstrate his potential in the generation of products with high degree of innovation. It presents in addition results of the implementation of creative techniques like design thinking, six hats and SCAMPER.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170539","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170539","Innovation training;creativity;systems engineering teaching","Instruments;Manuals;Software;Systems engineering and theory;Technological innovation;Training","educational courses;educational institutions;engineering education;innovation management","SCAMPER;University of Medellín;academic occupation;academic spaces;design thinking;innovation training;six hats;systems engineers;traditional classes","","0","","5","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Strategies for spatial skills development through the implementation of ICT","L. E. C. Bravo; J. A. T. Ortíz; L. F. V. Tamayo","Universidad Distrital Francisco Jos&#x00E9; de Caldas, Grupo de investigaci&#x00F3;n Dise&#x00F1;o, Modelamiento y simulaci&#x00F3;n - DIMSI, Bogot&#x00E1;, Colombia","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","7","This article gives a brief description of the problem you have in the development of spatial skills, and the use of new practices based on implementation of ICT (Information and Communication) in Higher Education. Initially the main types of intelligence described in the literature and the different spatial ability are described. Subsequently a dissertation about the usefulness of the development of spatial skills in the design process and knowledge generation within the academic and professional development in engineering is done. A diagnosis of the state of students in terms of spatial skills and their characterization is performed. Finally the evaluation of different techniques were applied to a group of students is shown, showing its effectiveness and acceptance.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170536","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170536","ICT;augmented reality;pedagogical model;teaching;virtual environments","Hardware;Media;Medical diagnostic imaging;Software;Solid modeling;Three-dimensional displays;Visualization","computer aided instruction;engineering education;further education","ICT implementation;academic development;design process;higher education;information and communications technology;knowledge generation;professional development;spatial skills development","","0","","16","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"The AsTeRICS Academy for cross-cultural education in assistive technologies","B. Aigner; V. David; M. M. Deinhofer; A. Kratschanova; D. I. C. Veigl","Institute of Embedded Systems, University of Applied Sciences (UAS) Technikum Wien, Vienna, Austria","2014 Information Technology Based Higher Education and Training (ITHET)","20150716","2014","","","1","7","The AsTeRICS Academy is an ongoing project of the University of Applied Sciences Technikum Wien which focuses on development and application of novel educational strategies in the sectors of electronic engineering and information technologies, targeting very heterogeneous groups of learners in an international context. The applied methods include hands-on workshops and practical design challenges using the Assistive Technology Rapid Integration and Construction Set (AsTeRICS) which offers a set of building blocks for the efficient graphical creation of tailored solutions for people with special needs. In a 10-day summer school, participants create working assistive solutions which can directly be applied with end-users. Students of the UAS expand their knowledge in hardware and software engineering by extending this existing framework.","","Electronic:978-1-4673-6730-1; POD:978-1-4673-6731-8","10.1109/ITHET.2014.7155704","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7155704","assistive technologies;education;engineering;gender mainstreaming;international summer school","Conferences","computer aided instruction;educational institutions;electronic engineering computing;electronic engineering education;handicapped aids","AsTeRICS Academy;University of Applied Sciences Technikum Wien;assistive technology rapid integration and construction set;cross-cultural education;educational strategies;electronic engineering;graphical creation;hands-on workshops;heterogeneous groups;information technologies;practical design challenges;special needs","","0","","31","","","","11-13 Sept. 2014","","IEEE","IEEE Conference Publications"
"A Quantitative Characterization of Cross Coverage","J. Zhou; C. Lan; W. N. N. Hung; X. Guo; X. Song","Inner Mongolia Engineering Lab of Cloud Computing and Service Software, College of Computer Science, Inner Mongolia University, Hohhot, Inner Mongolia, China","IEEE Transactions on Computers","20150707","2015","64","8","2408","2414","Effective verification methods are necessary for finding bugs in complex system design. Given domain specific knowledge, design verification engineers typically specify cross coverage for certain risky areas where bugs tend to appear. This paper proposes a pragmatic coverage model based on cross coverage. We address the verification on user specified cross coverage regions. The proposed analysis models the probability of exposing the bug within a given number of samplings, and derives the expected number of samples until bug detection. The approach is applicable to random, round-robin, and hybrid sampling strategies in recurring and nonrecurring cases based on our cross coverage model. We have written Matlab and C programs that use our formulas to calculate the probabilities. Experimental results show that our analysis is consistent with Monte Carlo simulation.","0018-9340;00189340","","10.1109/TC.2014.2360540","Inner Mongolia Science Foundation for Distinguished Young Scholars; 10.13039/501100001809 - National Natural Science Foundation of China; 10.13039/501100002701 - Ministry of Education; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6911941","Coverage Model;Coverage model;Probabilistic Analysis;probabilistic analysis","Analytical models;Computer bugs;Educational institutions;Hardware;Mathematical model;Probability;Standards","Monte Carlo methods;large-scale systems;program debugging;sampling methods","C programs;Matlab;Monte Carlo simulation;bug detection;bug finding;complex system design;cross coverage;design verification engineers;hybrid sampling strategies;pragmatic coverage model;quantitative characterization;random sampling;round-robin sampling;verification methods","","0","","32","","","20140926","Aug. 1 2015","","IEEE","IEEE Journals & Magazines"
"Metacognitive Scaffolding to Support Students in Learning Authoring System Subject","N. F. Jumaat; Z. Tasir","Dept. of Educ. Sci., Math. & Creative Multimedia, Univ. Teknol. Malaysia, Johor Bahru, Malaysia","2015 International Conference on Learning and Teaching in Computing and Engineering","20150618","2015","","","87","90","Authoring System is one of the computer-based subjects that expose students with creative activities using an authoring tool such as Adobe Flash software to produce multimedia applications. The demonstrations and hands-on activities among students while learning this subject are fundamental. Therefore, the guidance from the instructors through the use of metacognitive scaffolding may ease their difficulties, as this type of guidance supports students in understanding the best possible strategy to accomplish difficult tasks and thus, develop their thinking. In this study, students were scaffolded by the instructor through the use of mechanisms of metacognitive scaffolding. This guidance was delivered through the discussion on the Facebook group page, in which each prompted mechanism of metacognitive scaffolding from the instructor was coded accordingly. In addition, to demonstrate the effectiveness, students were given a pre and post test assessment. This study was carried out for seven weeks. The sample of the study was composed of twenty master students from the Educational Technology program. The quantitative analysis reveals that students' performance in learning Authoring System subject increase after receiving metacognitive scaffolding from their instructor.","","Electronic:978-1-4799-9967-5; POD:978-1-4799-9968-2","10.1109/LaTiCE.2015.23","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7126237","learning performance;metacognition;metacognitive scaffolding;metacognitive strategies","Authoring systems;Computers;Educational technology;Facebook;Multimedia communication","authoring systems;computer aided instruction;computer science education;educational technology;multimedia computing;social networking (online)","Adobe Flash software;Facebook group page;authoring system subject learning;authoring tool;computer-based subjects;creative activities;educational technology program;hands-on activities;metacognitive scaffolding;multimedia applications","","0","","27","","","","9-12 April 2015","","IEEE","IEEE Conference Publications"
"Medical image protection using hyperchaos-based encryption","C. Fu; Y. Lin; H. y. Jiang; H. f. Ma","School of Information Science and Engineering, Northeastern University, Shenyang 110004, China","2015 9th International Symposium on Medical Information and Communication Technology (ISMICT)","20150514","2015","","","103","107","The increasing utilization of telemedicine, especially the teleradiology services, has raised a great deal of concerns in the security of medical images transmitted over open networks. To meet this challenge, a new medical image protection scheme using hyperchaos-based encryption is suggested in this paper. Improvements have been made to both permutation and diffusion methods to address the security problems encountered by many existing chaos-based image ciphers. In the permutation stage, a pixel swapping-based strategy is introduced instead of using the area-preserving chaotic maps, and the swapping operation is determined by the first two state variables of the employed 4-D hyperchaotic system. During the diffusion procedure, the key stream elements, quantified from the other two state variables, are circularly shifted according to the plain-pixels. Consequently, the keystream is related to both the key and the plain-image, which ensures the security against known/ chosen-plaintext attack. Thorough experimental tests are carried out and the results indicate that the proposed scheme provides an effective way for online secure medical image transmission over public networks.","2326-828X;2326828X","Electronic:978-1-4799-8072-7; POD:978-1-4799-8073-4","10.1109/ISMICT.2015.7107507","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7107507","hyperchaotic system;medical image protection;permutation-diffusion;pseudorandom number sequence","Biomedical imaging;Chaotic communication;Ciphers;Encryption","chaos;cryptography;medical image processing;telecommunication security;telemedicine;visual communication","area-preserving chaotic maps;chaos-based image ciphers;chosen-plaintext attack;hyperchaos-based encryption;medical image protection scheme;pixel swapping-based strategy;security problems;teleradiology services","","2","","10","","","","24-26 March 2015","","IEEE","IEEE Conference Publications"
"Development of a xAPI application profile for self-regulated learning requirements for capturing SRL related data","M. Manso Vázquez; M. Caeiro Rodríguez; M. Llamas Nistal","Department of Telematic Engineering, University of Vigo, Spain","2015 IEEE Global Engineering Education Conference (EDUCON)","20150430","2015","","","358","365","In this paper we present an analysis of xAPI from the self-regulated learning needs point of view, focusing on how we can record all the actions derived from the implementation of self-regulated learning strategies. There are several questions unanswered: Which information could generate each strategy? How do we record this information using xAPI? Is the vocabulary and statements of xAPI appropriate or should be extended? Here we try to answer these questions, which may lead us towards the development of a xAPI application profile for SRL.","2165-9559;21659559","Electronic:978-1-4799-1908-6; POD:978-1-4799-1909-3","10.1109/EDUCON.2015.7095997","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7095997","Aplication Profile;Learning Analytics;Monitoring;Self-Regulated Learning","Context;Education;Monitoring;Planning;Registers;Software;Standards","application program interfaces;learning management systems","Experience API;SRL related data capturing;self-regulated learning;xAPI application profile development","","2","","25","","","","18-20 March 2015","","IEEE","IEEE Conference Publications"
