"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"The acceptance of e-Learning using SEM approach: A case of IT Literacy development for PIM students","W. Wongvilaisakul; S. Lekcharoen","Information Technology Faculty, Rangsit University, Pathumthani, Thailand","2015 12th International Conference on Electrical Engineering/Electronics, Computer, Telecommunications and Information Technology (ECTI-CON)","20150820","2015","","","1","6","TAM theory is applied in this research and the research is to study the factors that will lead to acceptance and participation of e-Learning system for the development of IT Literacy for Thai students. It uses the technique of SEM and the result from collecting data of 420 students found that Goodness of fit indicators which also included a chi-square value of 267.84, CMIN/ DF = 1.87, SRMR = .05, GFI = .93, TLI = .97, CFI = .97, RMSEA = .05 and HOELTER = 269. Additionally, there are 2 factors which include; Perceived usefulness (PU) and Perceived ease of use (PEOU). Both factors have positive (+) direct influence on behavioral intention (BI). Moreover, there are 3 factors including Information quality (IQ), Functionality (FL) and Accessibility (A) which have a positive (+) indirect influence on behavioral intention (BI). The BI have been determined based on (PU) perceived usefulness along with perceived ease of use (PEOU). This lead to result in a R<sup>2</sup>= .80. Therefore, the variables described earlier lead to the explanation that 80% of variance on behavioral intention (BI).","","Electronic:978-1-4799-7961-5; POD:978-1-4799-7962-2","10.1109/ECTICon.2015.7207117","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7207117","IT Literacy;SEM;TAM;e-Learning","Bismuth;Electronic learning;Information technology;Mathematical model;Numerical analysis;Sociology;Testing","computer aided instruction;information science education;statistical analysis","BI;IQ;IT literacy development;PEOU;PIM students;PU;SEM approach;TAM theory;Thai students;accessibility factors;behavioral intention;e-learning acceptance system;functionality factors;goodness of fit indicators;information quality;perceived ease of use;perceived usefulness;structural equation modeling;technology acceptance model","","0","","25","","","","24-27 June 2015","","IEEE","IEEE Conference Publications"
"Evaluation of an auto-generated data structures and algorithms visualization approach at tri-state colleges","D. H. Wei; S. Yang; S. Zhang; H. Zhao","Computer Science and Information Systems-BUSN, Stockton University, Galloway, NJ, USA","2015 International Conference on Collaboration Technologies and Systems (CTS)","20150820","2015","","","183","189","This paper reports a collaborative research that evaluates the Microsoft PowerPoint (PPT) based visualization materials automatically generated by an innovative Computer Science educational research project. The approach of autogeneration of teaching materials has been designed to increase the accessibility to easy-to-use teaching slides and improve the engagement and the effectiveness of teaching and learning of Data Structures and Algorithms (DSA). The primary focus of the research project was to evaluate the approach through evaluating the effectiveness of the application of the auto-generated visualization materials in classroom settings. The results of this research suggest that the newly auto-generated materials did improve students' performance. It is perceived that the tool is easy, portable and lightweight for students (regardless of their backgrounds), compared to other existing visualization tools.","","CD-ROM:978-1-4673-7646-4; Electronic:978-1-4673-7648-8; POD:978-1-4673-7649-5","10.1109/CTS.2015.7210419","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7210419","algorithms;collaboration;evaluation","Algorithm design and analysis;Data structures;Data visualization;Education;Generators;Programming;Visualization","computer science education;data structures;data visualisation;teaching","DSA;Microsoft PowerPoint;PPT;autogenerated visualization materials;classroom settings;data structures and algorithms;innovative computer science educational research project;teaching materials;tristate colleges","","0","","13","","","","1-5 June 2015","","IEEE","IEEE Conference Publications"
"Design of multimedia systems for children with some kind of disabilities","D. L. Heredia; M. P. Cota","Universidad Nacional de Catamarca, Facultad de Tecnolog&#x00ED;a y Ciencias Aplicadas, San Fernandodel Valle de Catamarca, Argentina","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","4","Education, is nowadays and always the most important tool in the development of every person, without education a person suffers too much to adquire any new thing. People with disabilities has an extra load to get new skills. The objective of this paper is to show the research and design that allows to increase motivation in children with a special type of disability the problem of hearing, in this case we talk about children ranging from 7-14 years old.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170622","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170622","Accessibility;Hearing Disability;Integration;universal Communication","Assistive technology;Auditory system;Ear;Education;Gesture recognition;Speech;Unified modeling language","computer aided instruction;handicapped aids;multimedia systems","children with disabilities;education;hearing problem;motivation;multimedia system design","","0","","15","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Multimedia system for children with hearing disability","D. L. Heredia; M. P. Cota","Universidad Nacional de Catamarca, Facultad de Tecnolog&#x00ED;a y Ciencias Aplicadas, San Fernando del Valle de Catamarca, Argentina","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","5","Education, in the development of every person is vital, due to the fact that improves participation in social, cultural and political life of society. It is essential that education takes support on sciences as computing, pedagogy and communication, allowing to reinforce the teaching and learning process trying to be more attractive, entertaining and dynamic. The objective of this study is to show the research and design that allows to increase motivation in children with hearing disability, ranging from 7-14 years old. Through this resource it is possible to improve the linguistic skills, allowing to perform repetitive training tasks, opening for people with hearing disabilities a door towards integration and personal autonomy in learning and access to information.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170416","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170416","Accessibility;Hearing Disability;Integration;Universal Communication","Auditory system;Education;Multimedia communication;Object oriented modeling;Software;Unified modeling language;Visualization","computer aided instruction;handicapped aids;multimedia systems","children with hearing disability;education;information access;learning autonomy;learning integration;linguistic skills;multimedia system;repetitive training tasks","","0","","14","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Web accessibility: Study of maturity level of Portuguese institutions of higher education","P. da Silva; B. Alturas","Instituto Universit&#x00E1;rio de Lisboa (ISCTE-IUL), DCTI, Lisboa, Portugal","2015 10th Iberian Conference on Information Systems and Technologies (CISTI)","20150730","2015","","","1","7","The European Commission proposed a European Directive establishing mandatory accessibility standards to be applied to essential public services, starting from the end of 2015. This Directive aims to ensure the universality of the Web, looking to benefit more than 180 million European citizens, but also by setting up a market estimated in €2 billion Euros. As noted in the literature review, the higher education institutions are identified as part of the problem, since many of its websites have serious accessibility problems, but also as part of the solution, teaching awareness on the benefits of the accessibility as well as the risks of its absence. Data collection was conducted through a questionnaire, based on the Charter of Commitment and the Maturity Model for Accessibility from the ""Business Taskforce on Accessible Technology"", applied to the Portuguese Institutions of Higher Education, to determine the average level of maturity of the institutions who participated, as well as their willingness to make a commitment towards accessibility. This paper concludes that the accessibility maturity level of Portuguese Higher Education Institutions is, on average, low but there is a great willingness to make a commitment to improve their accessibility.","2166-0727;21660727","Electronic:978-9-8998-4345-5; POD:978-1-4799-8330-8","10.1109/CISTI.2015.7170414","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7170414","Accessibility Maturity Model;European Directive;Maturity Level;Portuguese Higher Education;Web Accessibility","Education;Europe;ISO standards;Internet;Portable document format","Internet;Web sites;computer aided instruction;further education;information retrieval","European Commission;European directive;Portuguese institutions;Web accessibility;Web sites;business taskforce on accessible technology;higher education;mandatory accessibility standards;maturity level;public services","","0","","13","","","","17-20 June 2015","","IEEE","IEEE Conference Publications"
"Barriers thrusting e - learning to the backseat: Nigeria a case study","H. Aminu; S. Rahaman","School of Engineering and Information Technology, Manipal University, Dubai, UAE","2014 IEEE Canada International Humanitarian Technology Conference - (IHTC)","20150706","2014","","","1","4","Today, Internet Technology is no longer a barrier; on the contrary it has become a necessity of a society across the globe. The rise of Internet has facilitated the emergence of the `e' word referred to as electronic which today is applied to every walk of life such as commerce, communication, healthcare, learning to name a few. Modern achievements in the field of computing and communication technologies has offered tremendous opportunities for learning by electronic means popularly referred to as e-learning. The use of new multimedia technologies and the Internet in learning is seen as a means to improve accessibility, efficiency and quality of learning by facilitating access to resources and services as well as remote exchange and collaboration. These new technologies allow more flexibility in learning and a wider reach for education. e-learning continues to grow over the years, in 2012, over 1.4 billion students and 62.5 million educators got involved in e-learning. However, adoption of e-learning is faced with challenges especially in the developing countries. This paper focuses on the aspect of e-learning in an education environment in Nigeria, analyzes and identifies the factors forming a barrier in its successful taking off within the region. These barriers are identified under four heads namely: Non Influencing Environment, Lack of State-of-the-art Facility, Financial Resistance and Community Mindset. The paper analyzes the factors identified and proposes a framework that will give a breakthrough for e-learning from the vicious technology cycle.","","CD-ROM:978-1-4799-3995-4; Electronic:978-1-4799-3996-1; POD:978-1-4799-3997-8","10.1109/IHTC.2014.7147520","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7147520","Barrier;Framework;e-learning","Electronic learning;Industries;Medical services;Navigation;Resistance","Internet;computer aided instruction;multimedia computing","Internet technology;Nigeria;backseat;collaboration;communication technologies;community mindset;e word;e-learning;education environment;electronic;financial resistance;multimedia technologies;remote exchange","","0","","20","","","","1-4 June 2014","","IEEE","IEEE Conference Publications"
"Enhancing the acceptance of interactive online learning of hearing-impaired students","Y. T. Chen; S. Liou","Institute of Creative Industries Design, National Cheng Kung University, Tainan City, Taiwan","2014 International Conference on Orange Technologies","20141120","2014","","","141","144","Interactive online learning environment with audiovisual multimedia has improved significantly in increasing learning effectiveness. However, for hearing-impaired students who have difficulties in internet multimedia systems associated with audio and visual information require further design to overcome their limitation. To this end, the present study develops an interactive online learning environment to increase accessibility and interactivity for hearing-impaired students based on hyperlink techniques, modular concepts and online discussions. In particular, for increasing accessibility, in Course Design, to capture attention and arouse interests, 1) we provide pre-course briefing with sign language and lip language, and displaying learning outcome, for reducing cognitive loading, and 2) categorize topics and simplify course contents, for providing enough time to comprehend, moreover, we add 3)self-assessment and online forum as synchronized discussion. For increasing interactivity, in Interface Design, we provide 4) index buttons for fast understanding of course outline and 5) self selection of course, and 6) impressive visual guide to highlight important points and to help comprehension of course contents. Our empirical experiments based on 60 hearing-impaired students showed that the abovementioned five enhancement designs have significant increase their intention to use interactive online learning environment manifested in Technology Acceptance Model (TAM). The results showed that the accessibility and interactivity respectively produced significant effects on perceived ease of use and perceived usefulness, and then that the hearing-impaired students felt helpful and intended to use the interactive online learning environment as often as needed. However, it was also found that perceived ease of use did not produce direct effects on the hearing-impaired students' intention to use. The implication in design better online learning environment for particular use- s and contribution in developing orange technology of learning are discussed.","","Electronic:978-1-4799-6284-6; POD:978-1-4799-6285-3","10.1109/ICOT.2014.6956619","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6956619","Computer-mediated communication;evaluation methodologies;evaluation of CAL systems;interactive learning environments;media in education","Analytical models;Educational institutions;Indexes;Internet;Reliability;Visualization","Internet;computer aided instruction;educational courses;handicapped aids;interactive systems;multimedia systems","Internet multimedia systems;TAM;audio information;audiovisual multimedia;course design;hearing-impaired students;interactive online learning;lip language;orange technology;sign language;technology acceptance model;visual information","","1","","12","","","","20-23 Sept. 2014","","IEEE","IEEE Conference Publications"
"Cloud Computing Framework for Solving Egyptian Higher Education","M. M. Mosbah; H. Sol; Alnashar; M. A. El-Nasr","Dept. of Inf. Syst., Arab Acad. for Sci., Technol. & Maritime Transp., Cairo, Egypt","2014 Fourth International Conference on Advances in Computing and Communications","20140929","2014","","","208","213","Educational institutions across the World rely heavily on IT in teaching-learning that accept the services provision and business needs. Whereas buying and preserving a huge number of devices used in educational process whether it is licensed software and/or original hardware require great investment and special skills to support them in the current financial crisis which affect the growing needs while the Higher Education System is facing many obstacles in supplying vital technology support for educational process and its performance measurements. This paper highlights the advantages of Cloud Computing which is the better mechanism for using ICT to enhance Egyptian Higher Education, such technology provides easy accessibility and scalability, storage and cost minimization. Accordingly, implementing the proposed framework of the Hybrid Cloud Computing for the Egyptian Virtual University will have a significant contribution for enhancing the educational process in the country.","","Electronic:978-1-4799-4363-0; POD:978-1-4799-4362-3","10.1109/ICACC.2014.57","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6906026","Advantages;Cloud Computing;Framework Hybrid Cloud;Higher Education;Virtual University","Cloud computing;Computers;Educational institutions;Hardware;Information systems","cloud computing;computer aided instruction;educational institutions;further education","Egyptian higher education;Egyptian virtual university;ICT;cost minimization;educational institution;hybrid cloud computing","","1","","19","","","","27-29 Aug. 2014","","IEEE","IEEE Conference Publications"
"A free and open source framework for rural education","S. Rekha V; V. Adinarayanan","Center for Research in Advanced Technologies for Education (CREATE), Amrita Vishwa Vidyapeetham, India","2014 Seventh International Conference on Contemporary Computing (IC3)","20140915","2014","","","56","61","With more than 85% of India's schools being in rural areas, it is imminent that we focus on enhancing the quality of rural education. Given these large number of students in rural schools, we need scalable models to cater to their needs. Information and Communication Technology can go a long way in making resources available and accessible in a scalable manner. However, this comes with a huge cost. In this paper, we propose the FORE framework which is the Free and Open Source Software Based framework for rural education which helps cut cost in a drastic manner thereby making implementation not just cheaper but of very high quality. This framework integrates several components of rural education and it directly addresses the needs of schools in rural areas.","","CD-ROM:978-1-4799-5171-0; Electronic:978-1-4799-5173-4; POD:978-1-4799-5174-1","10.1109/IC3.2014.6897147","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6897147","ICT in Education;Open Source Software;Rural Education","Computers;Educational institutions;Government;Software;Training","educational institutions;public domain software","FORE framework;India schools;free and open source software based framework;information and communication technology;resources accessibility;resources availability;rural areas;rural education quality;rural schools","","1","","24","","","","7-9 Aug. 2014","","IEEE","IEEE Conference Publications"
"Remote laboratories to support electrical and information engineering (EIE) laboratory access for students with disabilities","I. Grout","Dept. of Electron. & Comput. Eng., Univ. of Limerick, Limerick, Ireland","2014 25th EAEEIE Annual Conference (EAEEIE)","20140818","2014","","","21","24","In this paper, consideration is given to accessibility aspects for students with disabilities in electrical and information engineering laboratories who have limited mobility and who would need to access physical electronic and computer engineering laboratories. Specific consideration is given to the use of remote laboratories which are real experiments that are accessed remotely by a user via an Internet connection. In this arrangement, a traditional laboratory experiment is made accessible via a Web server and using a software application, the experiment can be controlled remotely via the computer interface. As such is complements the traditional “at-presence” laboratories and virtual laboratories (simulated laboratories).","","Electronic:978-1-4799-4205-3; POD:978-1-4799-4204-6; USB:978-1-4799-4206-0","10.1109/EAEEIE.2014.6879377","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6879377","Remote laboratories;assistive technology;disabilities;laboratory adjustments","Assistive technology;Computers;Education;Internet;Remote laboratories;Software","Internet;computer aided instruction;computer science education;electronic engineering computing;electronic engineering education;handicapped aids;laboratories;virtual reality","EIE laboratory access;Internet connection;computer interface;disabled students;electrical and information engineering laboratory access;physical computer engineering laboratories;physical electronic engineering laboratories;remote laboratories;simulated laboratories;virtual laboratories","","2","","20","","","","May 30 2014-June 1 2014","","IEEE","IEEE Conference Publications"
"Open access initiative and its impact on use of digital information resources for research and teaching in higher education institutions in Croatia","R. Vrana","Dept. for Inf. & Commun. Sci., Univ. of Zagreb, Zagreb, Croatia","2014 37th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","20140724","2014","","","633","638","Digital information resources have become popular in academic community around the world as their quantity available on the internet increases. This is particularly evident in the case of open access information resources. The idea of open access to scientific information resources promotes use of mostly free of charge scientific information resources thus substituting use of fee based access to scientific information resources. Open access has both advantages and disadvantages. Main advantages would be greater visibility of published research, greater accessibility of scientific content in general, higher rates of citations etc. and disadvantages would be questionable quality of peer review, absence of peer review in some cases, charging authors for publishing their articles, lack of long term preservation policy etc. This paper also presents results of a study of use of digital information resources by students enrolled in two university courses at the Faculty of Humanities and Social Sciences in Zagreb over period of three years. The results showed that students prefer digital over printed information resources in researched two courses and that they are oriented more towards use of different types of free information resources for writing their term papers instead use of fee based information resources.","","CD-ROM:978-953-233-081-6; Electronic:978-953-233-077-9; POD:978-1-4799-5657-9","10.1109/MIPRO.2014.6859644","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6859644","","Educational institutions;Internet;Libraries;Open Access;Web pages","Internet;educational courses;electronic publishing;further education;information resources;teaching","Croatia;Internet;digital information resources;free information resources;higher education institutions;open access information resources;open access initiative;peer review;scientific information resources;teaching","","0","","28","","","","26-30 May 2014","","IEEE","IEEE Conference Publications"
"An arabic ontology-based learning system for children with intellectual challenges","Abdel Ghani Karkar; M. Saleh; S. Saad; J. M. Al Ja'am","Dept. of Comput. Sci. & Eng., Qatar Univ., Doha, Qatar","2014 IEEE Global Engineering Education Conference (EDUCON)","20140605","2014","","","670","675","Children with intellectual challenges (IC) are growing up with extensive exposure to computer technology. Computer software and assistive devices have the potential to help these children in education, career development, and independent living. However, most of the software, tools and web sites that these children interact with are designed without consideration of their special needs, making these elements less effective or completely inaccessible for them. This paper proposes an assistive education system that dynamically generates multimedia tutorials for children with IC in the state of Qatar. We use several techniques to generate the tutorials which include: Arabic text processing, entities relationship extraction, multimedia-based ontology, and online retrieval of multimedia contents. The main aim of our system is to enhance those children learning capabilities, understanding, communications, thinking and memorization skills through multimedia.","2165-9559;21659559","Electronic:978-1-4799-3191-0; POD:978-1-4799-3192-7; USB:978-1-4799-3190-3","10.1109/EDUCON.2014.6826165","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6826165","Accessibility;Intellectual Challenges;Learning;Multimedia Tutorials;Ontology;Special Education","Computers;Integrated circuits;Multimedia communication;Ontologies;Servers;Software;Tutorials","Web sites;computer aided instruction;handicapped aids;information retrieval;multimedia computing;natural language processing;ontologies (artificial intelligence);text analysis","Arabic ontology-based learning system;Arabic text processing;Qatar;Web sites;assistive devices;assistive education system;children learning capability;computer software;computer technology;entities relationship extraction;intellectual challenges;memorization skills;multimedia content;multimedia tutorials;multimedia-based ontology;online retrieval;thinking skills","","0","","17","","","","3-5 April 2014","","IEEE","IEEE Conference Publications"
"Comprehension of basic mathematics among children with hearing impairment using multimedia in accessible and non-accessible format a comparative study","P. K. Gupta; P. J. M. Martin","","2013 IEEE 63rd Annual Conference International Council for Education Media (ICEM)","20140526","2013","","","1","11","Teaching mathematics has been a complex issue for educators as well as learners. Same is the condition for the hearing impaired learners. Multimedia can be a big facilitator in order to render simpler and effective learning methods in the field of teaching mathematics to the hearing impaired students. The guidelines of United Nations Convention of Rights of Persons with Disabilities (UNCRPD, 2007), makes provision for creation of information in accessible format. However there are no research studies to establish that teaching mathematics through the accessible format of multimedia would increase comprehension levels in children with hearing impairment. According to Mary Ellen Foster (2003) in her study on visual comprehension found that `Intuitively, one way of determining the usefulness of any presentation of data is by measuring the ease with which tasks involving that data can be performed using that presentation'. It may be noted that children with hearing impairment use visual techniques in their thought process, therefore accessible format of multimedia will enhance their comprehension levels. Accessible format includes techniques such as captioning, sign language and audio description. This can be very helpful in processing information by hearing impaired children. The study investigated the effects of multimedia in accessible format, through the use of captioning and Indian sign language (ISL), on hearing impaired children. Hearing impaired viewers watched twice, the short multimedia with and without accessibility formats respectively. Their reactions were recorded on a questionnaire developed for the purpose of the study. Forty nine students participated in this study from two deaf schools of Mumbai, India. Analysis of the data showed that there was difference in the effects of accessible and non accessible formats of on the Hearing Impaired viewers. The study also showed that accessible formats increase the comprehension of the subject of the multimedia- and use of ISL and captioning helped hearing impaired students to understand concepts better. The hearing impaired persons correlated watching the ISL interpreter with understanding the concept of the topic of multimedia. Placement of the ISL interpreter in the screen was also covered under the study.","","Electronic:978-1-4799-3216-0; POD:978-1-4799-2753-1","10.1109/CICEM.2013.6820182","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6820182","Accessible format;Captioning;Comprehension;Education Multimedia;Hearing Impairment;Indian Sign Language","Assistive technology;Auditory system;Conferences;Education;Gesture recognition;Mathematics;Multimedia communication","computer aided instruction;educational institutions;handicapped aids;multimedia communication;natural language processing;sign language recognition","ISL;Indian sign language;Mumbai deaf schools;audio description;captioning;comprehension level enhancement;hearing impaired children;hearing impaired learners;mathematics subject;multimedia accessible format;visual techniques","","0","","5","","","","1-4 Oct. 2013","","IEEE","IEEE Conference Publications"
"A specification approach based on adapted workflow for personalized e-assessment systems","F. Hajjej; Y. B. D. Hlaoui; L. J. B. Ayed","Lab. LaTICE, Univ. of Tunis, Tunis, Tunisia","Fourth International Conference on Information and Communication Technology and Accessibility (ICTA)","20140515","2013","","","1","6","The progress of our culture influences the systems that control our knowledge's, skills and behaviour. Our educational system has been influenced by this rapid change, and technology, is more and more used in learning systems. Our interest is particularly focused in e-assessment. It is the most fundamental operation of teaching and training in e-learning. It aims to increase the quality of education and teaching and seeks to heal problems and to determine until which it would be possible to carry out the objectives recommended by the process of teaching and the training. In this paper, we define a fundamental model of e-assessment in e-learning based on the analysis of the needs of learners and teachers using UML activity diagram. Therefore, we describe an innovative approach to specify a personalized e-assessment system using workflow. It aims to create an adapted workflow pattern for individual learner.","2379-4399;23794399","Electronic:978-1-4799-2725-8; POD:978-1-4799-2726-5","10.1109/ICTA.2013.6815310","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6815310","E-assessment;UML activity diagram;personalized workflow;specification approach;workflow pattern","Adaptation models;Ontologies;Unified modeling language;Vocabulary","Unified Modeling Language;computer aided instruction;cultural aspects;teaching;training","UML activity diagram;culture influences;e-learning;educational system;learning systems;personalized e-assessment systems;teaching;training","","0","","21","","","","24-26 Oct. 2013","","IEEE","IEEE Conference Publications"
"Towards accessible and personalized mobile learning for learners with disabilities","H. Hebiri Madani; L. Jemni Ben Ayed; M. Jemni; D. G. Sampson","Res. Lab. LaTICE, Univ. of Tunis, Tunis, Tunisia","Fourth International Conference on Information and Communication Technology and Accessibility (ICTA)","20140515","2013","","","1","6","The integration of mobile devices in education is a new quite, which is commonly referred to as Mobile Learning. Mobile learning aims to facilitate and improve learning strategies that exploit individual learners' context, so that, they can learn from anywhere and at anytime using mobile devices. In order to let learners with disabilities take benefits from mobile learning systems, we propose in this paper an accessible and personalized mobile learning system to learners with disabilities which aims to adapt the learning activities to the learner's needs and/or preferences according to his/her disability's group taking into account the changing mobile context during the learning process.","2379-4399;23794399","Electronic:978-1-4799-2725-8; POD:978-1-4799-2726-5","10.1109/ICTA.2013.6815319","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6815319","Context-Aware;IMS ACCLIP;IMS ACCMD;IMS LD;Mobile learning;accessibility;adaptive and personalized learning;learners with disabilities","Adaptation models;Adaptive systems;Context;Education;Learning systems;Mobile communication;Mobile handsets","computer aided instruction;handicapped aids;human computer interaction;mobile computing","accessible mobile learning system;disabled learners;education;individual learners context;learning activities;learning process;learning strategies;personalized mobile learning system","","0","","26","","","","24-26 Oct. 2013","","IEEE","IEEE Conference Publications"
"Accessible numerical information: Cookery recipes as a special case","S. Bautista; R. Hervás; P. Gervás","Dept. Ing. del Software e Intel. Artificial, Univ. Complutense de Madrid, Madrid, Spain","Fourth International Conference on Information and Communication Technology and Accessibility (ICTA)","20140515","2013","","","1","3","This paper presents a proposal to solve the need of making numerical information accessible. We use the domain of cooking recipes as a special case of study. For the numerical information in recipes to be accessible it is necessary to adapt the different mathematical forms used for the quantities of different ingredients. It is a first approach to automate the adaptation of the recipes for universal accessibility.","2379-4399;23794399","Electronic:978-1-4799-2725-8; POD:978-1-4799-2726-5","10.1109/ICTA.2013.6815283","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6815283","accessible;adaptation;mathematical form;numerical information;recipe","Conferences;Dairy products;Education;Europe;Focusing;Guidelines;Natural language processing","information networks;mathematics computing","accessible numerical information;cookery recipes;cooking recipes;mathematical forms;universal accessibility","","0","","28","","","","24-26 Oct. 2013","","IEEE","IEEE Conference Publications"
"A learning version of Pacman game","M. A. Khenissi; F. Essalmi; M. Jemni","Higher Sch. of Sci. & Technol. of Tunis (ESSTT), Univ. of TUNIS, Tunis, Tunisia","Fourth International Conference on Information and Communication Technology and Accessibility (ICTA)","20140515","2013","","","1","3","The use of computer learning games in education has significantly solved the problems of Game Generation in school. Therefore, using computer games in school increase students' motivation, and develop positive attitudes toward many subjects. In particular, using learning version of existing computer games was pointed out in many works that they have succeeded in improving student motivation, increase students' desire to learn and lead students to complete more difficult work. This paper describes a learning version of Pacman game with a case study in programming languages subject. This learning game is validated by classroom experimentation.","2379-4399;23794399","Electronic:978-1-4799-2725-8; POD:978-1-4799-2726-5","10.1109/ICTA.2013.6815300","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6815300","Game Generation;Learning game;Programming","Computer languages;Computers;Educational institutions;Games;Programming profession","computer aided instruction;computer science education;educational courses;serious games (computing)","classroom experimentation;computer learning games;education;game generation;learning version;pacman game;programming languages subject;school;student motivation","","5","","11","","","","24-26 Oct. 2013","","IEEE","IEEE Conference Publications"
"Teaching programming for blinds: A review","N. M. Al-Ratta; H. S. Al-Khalifa","Comput. Sci. Dept., King Saud Univ., Riyadh, Saudi Arabia","Fourth International Conference on Information and Communication Technology and Accessibility (ICTA)","20140515","2013","","","1","5","Many people do not have prior knowledge about what blinds can or cannot do as programmers. In fact, they can be efficiently competing with sighted peers when they have the required assistive tools. This paper provides a systematic review of published literature related to teaching programming for blinds between 1975 and 2013. Twenty-five reviewed papers from journals, conference proceedings, and scholarly databases formed the bases for this review. To the best of our knowledge, this is the first time to make a systematic review of literature relating to teaching programming for blinds. This review categorizes the literature based on different areas of interest, while providing quantitative analysis of publications based on their type and year of publication. Finally, future research venues are explored according to the gaps found in reviewed studies.","2379-4399;23794399","Electronic:978-1-4799-2725-8; POD:978-1-4799-2726-5","10.1109/ICTA.2013.6815285","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6815285","Accessibility;Audio Programming Language;Review;blinds;programmer;teaching programming;visually impaired","Computer languages;Computers;Education;Programming profession;Systematics;Visualization","computer science education;handicapped aids;programming;teaching","assistive tools;blind people;conference proceedings;journals;programming teaching;publication type;publication year;quantitative analysis;research venues;scholarly databases","","0","","27","","","","24-26 Oct. 2013","","IEEE","IEEE Conference Publications"
"An integrated e-learning system for MID and MLD children in Qatar","M. S. Saleh; J. M. Aljaam; A. E. Saddik","Dept. of Comput. Sci. & Eng., Qatar Univ., Doha, Qatar","2013 International Conference on Current Trends in Information Technology (CTIT)","20140227","2013","","","47","53","Children with Moderate Intellectual Disability (MID) and those with Moderate Learning Disability (MLD) are growing up with extensive exposure to computer technology. Computers and computer-related devices have the potential to help these children in education, career development, and independent living. However, most of the software, games, and web sites that MID and MLD children interact with are designed without consideration of their special needs, making the applications less effective or completely inaccessible. This paper proposes a fully accessible integrated e-learning system for MID and MLD children in Qatar state with the aim of enhancing children learning capabilities, understanding, communications, thinking and memorization skills.","2377-5327;23775327","DVD:978-1-4799-2424-0; Electronic:978-1-4799-2425-7; POD:978-1-4799-2426-4","10.1109/CTIT.2013.6749476","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=6749476","Accessibility;Computer Technology;Disability;Learning;MID;MLD","Computers;Educational institutions;Multimedia communication;Software;Web sites","computer aided instruction;handicapped aids","MID children;MLD children;Qatar;Web sites;children learning capabilities;computer technology;computer-related devices;games;integrated e-learning system;memorization skills;moderate intellectual disability;moderate learning disability;software;thinking skills","","0","","13","","","","11-12 Dec. 2013","","IEEE","IEEE Conference Publications"
