"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","MeSH Terms",Article Citation Count,Patent Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Enterprise architecture modeling for oriental university in Timor Leste to support the strategic plan of integrated information system","S. Soares; D. B. Setyohady","Magister Teknik Informatika, Universitas Atma Jaya Yogyakarta, Yogyakarta, Indonesia, 55281","2017 5th International Conference on Cyber and IT Service Management (CITSM)","20171030","2017","","","1","6","Enterprise architecture aims to reach synchronization between information technology and business for the need of an organization. To develop the information system, a university really needs a plan to achieve the university strategies and goals. To build a plan by defining the architectural data first, applying the applications and technology to support the whole business process becomes an integrated system. Oriental Timor Lorosa'e University is one of private universities in Timor Leste whose development of information system is not integrated, and it is still conventional in the existing business process needs. The purpose of the research is to design an enterprise architectural model which can be used for an organization to reach the strategic plan of an integrated information system to achieve the vision and mission efficiently and effectively. Enterprise architectural model implements TOGAF methodology by Architecture Development Method (ADM) stages which are flexible, complete, detailed, easy to implement. The result of enterprise architecture planning is a blueprint of information system for the data, application and technology. So, it is useful for better base of information system development in UNITAL's business process.","","Electronic:978-1-5386-2739-6; POD:978-1-5386-2740-2; USB:978-1-5386-2738-9","10.1109/CITSM.2017.8089313","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8089313","Integrated Information System;Strategic Plan;TOGAF ADM;UNITAL","Computer architecture;Education;Information systems;Organizations;Planning;Standards organizations","","","","","","","","","","8-10 Aug. 2017","","IEEE","IEEE Conference Publications"
"Modern education: Challenges, status, prospects","A. G. Tyurikov; N. A. Orehovskaya; A. Y. Bolshunov; A. N. Azizova","Department of Sociology, Financial University under the Government of the Russian Federation, Moscow, Russia","2017 International Conference "Quality Management,Transport and Information Security, Information Technologies" (IT&QM&IS)","20171030","2017","","","696","698","The relevance of the article is determined by a new socio-cultural situation, conditioned by the development of the information society. There are unknown cultural practices, intellectual and emotional needs, value orientations against the background of a significant decrease in the communicative and cognitive abilities of students, necessary for functioning not only in the educational environment of a higher educational institution, but also in professional activity. The purpose of the article is to investigate the question of quality of education as a key resource for the development of mankind and man, the conditions for reducing social risks and creating a strategy for managing success to ensure a decent quality of life.","","CD:978-1-5386-0702-2; Electronic:978-1-5386-0703-9; POD:978-1-5386-0704-6","10.1109/ITMQIS.2017.8085919","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085919","competence model;education;labor market;professional activity;the quality of human potential and social risks;young professionals","Business;Games;Media;Sociology;Training","","","","","","","","","","24-30 Sept. 2017","","IEEE","IEEE Conference Publications"
"A research on simultaneous fault diagnosis based on paired-RVM","W. Jiang; L. Yang","Department of Information Engineering, City College of Wuhan University of Science and Technology, Wuhan, China","2017 12th International Conference on Computer Science and Education (ICCSE)","20171030","2017","","","483","488","This paper studies the simultaneous fault diagnosis of the main reducer in the automobile transmission system assembly based on vibration signals. A simultaneous fault diagnosis model based on Paired Relevance Vector Machine (Paired-RVM) is proposed for the simultaneous fault of the main reducer, and each binary sub-classifier is trained with single fault samples and then fused by a pairing strategy. With F-measure as a measurement indicator of diagnosis precision, the threshold set DThreshold is used to train a threshold optimization algorithm so as to generate the optimal decision threshold, thus converting the probability output generated by the classification model into the final simultaneous fault mode. A contrast experiment is made between Paired-RVM and some commonly used supervised learning models of SVM, ELM and KELM, and the experimental results show that the performance of Paired-RVM proposed in this paper is superior to that of other models in simultaneous fault diagnosis and single fault diagnosis, verifying the effectiveness of the proposed method.","","Electronic:978-1-5090-2508-4; POD:978-1-5090-2509-1; USB:978-1-5090-2507-7","10.1109/ICCSE.2017.8085540","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8085540","Relevance Vector Machine;automobile;fault diagnosis;main reducer;probability output","Automobiles;Classification algorithms;Fault diagnosis;Optimization;Support vector machines;Training;Vibrations","","","","","","","","","","22-25 Aug. 2017","","IEEE","IEEE Conference Publications"
"Object Categorization Using Class-Specific Representations","C. Zhang; J. Cheng; L. Li; C. Li; Q. Tian","Research Center for Brain-inspired Intelligence, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China, and also with the University of Chinese Academy of Sciences, Beijing 100049, China.","IEEE Transactions on Neural Networks and Learning Systems","","2017","PP","99","1","7","Object categorization refers to the task of automatically classifying objects based on the visual content. Existing approaches simply represent each image with the visual features without considering the specific characters of images within the same class. However, objects of the same class may exhibit unique characters, which should be represented accordingly. In this brief, we propose a novel class-specific representation strategy for object categorization. For each class, we first model the characters of images within the same class using Gaussian mixture model (GMM). We then represent each image by calculating the Euclidean distance and relative Euclidean distance between the image and the GMM model for each class. We concatenate the representations of each class for joint representation. In this way, we can represent an image by not only considering the visual contents but also combining the class-specific characters. Experiments on several public available data sets validate the superiority of the proposed class-specific representation method over well-established algorithms for object category predictions.","2162-237X;2162237X","","10.1109/TNNLS.2017.2757497","ARO; Faculty Research Gift Awards by NEC Laboratories of America and Blippar; National Natural Science Foundation of China; National Science Foundation of China; Scientific Research Key Program of Beijing Municipal Commission of Education; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8082530","Class-specific representation;image classification;object categorization;visual representation.","Electronic mail;Euclidean distance;Image representation;Learning systems;Semantics;Training;Visualization","","","","","","","","","20171025","","","IEEE","IEEE Early Access Articles"
"On Practical Issues of Electric Network Frequency Based Audio Forensics","G. Hua; G. Bi; V. L. L. Thing","School of Electronic Information, Wuhan University, Wuhan, China","IEEE Access","20171025","2017","5","","20640","20651","The transmission frequency of power grids, i.e., electric network frequency (ENF), has become a common criterion to authenticate audio recordings during the past decade, drawing much attention from both the academic researchers and law enforcement agencies world widely. The properties of ENF enable forensic applications such as audio evidence timestamp verification and tampering detection. In this paper, based on a general review of existing works, we discuss several important practical problems and facts that have drawn less research attention or have not been formally studied, including ENF detection problems, limitations of the ENF-based tampering detection systems, and the difficulties in the ENF analysis. During ENF detection, the challenges come from not only the noise and the interference, but also the fact that audio recordings without captured ENF can still have signal components in the frequency band of interest (false positive). In ENF-based tampering detection systems, the weakness of commonly used assumptions and the limitations of several existing solutions are discussed. In addition, we reveal that in the most intensively studied ENF-based audio evidence timestamp verification, many works aiming at improving ENF estimation could only produce marginal performance improvement, while the main problems due to noise and interference remain open. All these analysis and discussions are related by a proposed big picture of ENF-based audio authentication systems. After that, we also investigate the strategies to design more reliable audio authentication systems based on the ENF, which consists of a series of research and investigation works.","","","10.1109/ACCESS.2017.2647921","Singapore Ministry of Education Research; 10.13039/501100001460 - Singapore Police Force, Ministry of Home Affairs, the Research; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7807225","Electric network frequency (ENF);audio authentication;audio forensics;audio tampering detection;audio timestamp verification","Audio recording;Authentication;Forensics;Interference;Reliability;Timestamp estimation;Verification","","","","","","","","OAPA","20170105","2017","","IEEE","IEEE Journals & Magazines"
"A Detector-Aware LDPC Code Optimization for Ultra-High Density Magnetic Recording Channels","L. Kong; K. Cai; P. Chen; B. Fan","College of Telecommunication and Information Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China","IEEE Transactions on Magnetics","20171024","2017","53","11","1","4","In this paper, a detector-aware low-density parity-check (LDPC) code optimization algorithm is proposed for the ultra-high density magnetic recording channel, such as bit-patterned magnetic recording and two-dimensional magnetic recording, where a 2-D detector (2D-DET) is employed to combat 2-D intersymbol interference (2D-ISI) effects, by acquiring the variance of the 2D-ISI channel log-likelihood ratios corresponding to the specific 2D-DET. The new parameter builds a bridge of LDPC code optimization between the ISI-channel and the additive white Gaussian noise channel. Numerical results show that our proposed algorithms are more efficient in running time than other recently proposed optimization algorithms. Moreover, the protograph-based quasi-cyclic (QC) codes using the proposed optimization strategy, which have a low-complexity QC encoder structure with an effectual parallelizable protograph decoder composition, enjoy up to one order of magnitude performance gain in bit error rate over the other random codes that suffer from high error floors.","0018-9464;00189464","","10.1109/TMAG.2017.2700819","China NSF for Young Scientists; NUPTSF; Natural Science Foundation of the Jiangsu Higher Education Institutions; SRF for ROCS SEM.; SUTD-MIT IDC research grant; Singapore AStar Public Sector Research Funding PSF; the Natural Science Foundation for Young Scientists of Jiangsu Province; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7919248","2-D intersymbol interference (ISI) channels;low-density parity-check (LDPC) codes;protograph LDPC codes;quasi-cyclic (QC) LDPC codes","Computational complexity;Decoding;Detectors;Magnetic recording;Optimization;Parity check codes;Two dimensional displays","AWGN channels;cyclic codes;decoding;encoding;intersymbol interference;magnetic recording;optimisation;parity check codes","2-D intersymbol interference;2D-DET;2D-ISI channel log-likelihood ratios;ISI-channel;additive white Gaussian noise channel;detector-aware LDPC code optimization;low-density parity-check code optimization algorithm;quasicyclic codes;two-dimensional magnetic recording;ultra-high density magnetic recording channel","","","","","","Traditional","20170504","Nov. 2017","","IEEE","IEEE Journals & Magazines"
"Research and improvement of parallelization of FP — Growth algorithm based on spark","F. Zhang; Y. Xiao; Y. Long","School of Information Engineering Wuhan University of Technology","2017 7th IEEE International Conference on Electronics Information and Emergency Communication (ICEIEC)","20171023","2017","","","145","148","Aiming at the problem of load imbalancing when the existing FP-Growth algorithm groups the data set, an optimization algorithm DGFP-Growth for dynamic dividing data set is proposed. First, before the dynamic grouping, the load estimation method is proposed. The position of each item in the frequent item list and the size of its support are used to determine the load weight. Then under the grouping strategy, these items are assigned to the corresponding group according to their load weights to ensure that the load is balanced within each group. Experiments show that the optimization algorithm proposed in this paper can effectively solve the problem of parallel load imbalancing, and improve the overall efficiency of the cluster between 5% and 15%.","","Electronic:978-1-5090-3025-5; POD:978-1-5090-3026-2","10.1109/ICEIEC.2017.8076531","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8076531","DGFP;FP-Growth;Spark;dynamic grouping;load balancing","","data mining;optimisation;parallel algorithms;pattern clustering;resource allocation","DGFP-Growth;FP-Growth algorithm;Spark;association rule mining;cluster efficiency;dynamic grouping frequent pattern growth;frequent pattern mining;optimization algorithm;parallel load imbalancing","","","","","","","","21-23 July 2017","","IEEE","IEEE Conference Publications"
"A method of conflict detection and resolution for security policy based on matrix description","M. Chen; J. Hong; Y. Xiao; Y. Long","Key Laboratory of Fiber Optic Sensing Technology and Information Processing(Wuhan University of Technology), Ministry of Education","2017 7th IEEE International Conference on Electronics Information and Emergency Communication (ICEIEC)","20171023","2017","","","548","551","The method of security management based on policy is now commonly used in distributed system. It is inevitable to form strategic conflict between the complex strategies because of the complex and massive strategies in distributed system. It's important for distributed system to detect and solve conflict. This paper analyzes the shortcomings of existing security policy conflict detection methods and presents a description and quantification method of strategy in distributed distributed. The complex strategies are expressed as a linear combination of simple strategies and then converted to a matrix form. Conflict detection and digestion of security policy is completed by consistency checking of policy.","","Electronic:978-1-5090-3025-5; POD:978-1-5090-3026-2","10.1109/ICEIEC.2017.8076625","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8076625","conflict detection;conflict resolution;security strategy;strategic conflict","","distributed processing;matrix algebra;security of data","complex strategies;consistency checking;digestion;distributed system;massive strategies;matrix description;matrix form;quantification method;security management;security policy conflict detection methods;strategic conflict","","","","","","","","21-23 July 2017","","IEEE","IEEE Conference Publications"
"Research of intrusion detection algorithm based on parallel SVM on spark","H. Wang; Y. Xiao; Y. Long","School of Information Engineering Key Laboratory of Fiber Optic Sensing Technology and Information Processing (Wuhan University of Technology), Ministry of Education Wuhan University of Technology Wuhan, Hubei Province, China","2017 7th IEEE International Conference on Electronics Information and Emergency Communication (ICEIEC)","20171023","2017","","","153","156","As network intrusion data's scale gets larger and larger, designing parallel schemes for intrusion detection have been becoming research focus in the field of information security. In order to solve the problem that the intrusion detection algorithm is high time-consuming, the classification of large amounts of data occupies lots of memory and the efficiency of single detection is low, a parallel principal component analysis (PCA) combined support vector machine (SVM) algorithm based on spark platform is proposed (SP-PCA-SVM) in this paper. This method adopts the way of principal component analysis (PCA) for training and predicting data, and then introduces a fusion of Bagging integration strategy and SVM algorithm, and finally uses spark distributed framework to achieve. The results show that, for a large number of intrusion data, the new parallel training method, to a certain extent, reduces the training time and improves model learning efficiency.","","Electronic:978-1-5090-3025-5; POD:978-1-5090-3026-2","10.1109/ICEIEC.2017.8076533","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8076533","PCA;Parallel Computing;SVM;intrusion detection;spark","Algorithm design and analysis;Classification algorithms;Intrusion detection;Principal component analysis;Sparks;Support vector machines;Training","data integration;learning (artificial intelligence);parallel processing;pattern classification;principal component analysis;security of data;support vector machines","Bagging integration strategy;SP-PCA-SVM;Spark distributed framework;Spark platform;data classification;intrusion detection algorithm;model learning;parallel SVM;parallel principal component analysis;parallel schemes design;parallel training method;support vector machine algorithm","","","","","","","","21-23 July 2017","","IEEE","IEEE Conference Publications"
"Information-Theoretic Caching: The Multi-User Case","S. H. Lim; C. Y. Wang; M. Gastpar","Korea Institute of Ocean Science and Technology, Ansan, South Korea","IEEE Transactions on Information Theory","20171018","2017","63","11","7018","7037","In this paper, we consider a cache aided network in which each user is assumed to have individual caches, while upon users' requests, an update message is sent through a common link to all users. First, we formulate a general information theoretic setting that represents the database as a discrete memoryless source, and the users' requests as side information that is available everywhere except at the cache encoder. The decoders' objective is to recover a function of the source and the side information. By viewing cache aided networks in terms of a general distributed source coding problem and through information theoretic arguments, we present inner and outer bounds on the fundamental tradeoff of cache memory size and update rate. Then, we specialize our general inner and outer bounds to a specific model of content delivery networks: file selection networks, in which the database is a collection of independent equal-size files and each user requests one of the files independently. For file selection networks, we provide an outer bound and two inner bounds (for centralized and decentralized caching strategies). For the case when the user request information is uniformly distributed, we characterize the rate versus cache size tradeoff to within a multiplicative gap of 4. By further extending our arguments to the framework of Maddah-Ali and Niesen, we also establish a new outer bound and two new inner bounds in which it is shown to recover the centralized and decentralized strategies, previously established by Maddah-Ali and Niesen. Finally, in terms of rate versus cache size tradeoff, we improve the previous multiplicative gap of 72 to 4.7 for the average case with uniform requests.","0018-9448;00189448","","10.1109/TIT.2017.2733527","&#8220;Development of the integrated data processing system for GOCI-II&#8221; funded by the Ministry of Ocean and Fisheries, Korea; 10.13039/501100000781 - European ERC Starting Grant; 10.13039/501100001711 - Swiss National Science Foundation; 10.13039/501100003725 - National Research Foundation of Korea (NRF) funded by the Ministry of Education, Science and Technology; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=7997607","Coded caching;function computation;multi-terminal source coding;source coding with side information","Cache memory;Databases;Decoding;Random variables;Servers;Source coding","cache storage;decoding;encoding;source coding","cache aided network;cache encoder;cache memory size;cache size tradeoff;content delivery networks;decentralized caching strategies;decoder;discrete memoryless source;file selection networks;general distributed source coding problem;general information theoretic setting;independent equal-size files;information theoretic arguments;information-theoretic caching;multiuser case;update message;update rate;user requests","","","","","","Traditional","20170731","Nov. 2017","","IEEE","IEEE Journals & Magazines"
"Indoor Localization for Skid-Steering Mobile Robot by Fusing Encoder, Gyroscope, and Magnetometer","W. Lv; Y. Kang; J. Qin","Department of Automation, University of Science and Technology of China, Hefei 230027, China.","IEEE Transactions on Systems, Man, and Cybernetics: Systems","","2017","PP","99","1","13","This paper presents a novel indoor localization method for skid-steering mobile robot by fusing the readings from encoder, gyroscope, and magnetometer which can be read as an enhanced dead-reckoning localization method. Compared with the traditional dead-reckoning localization method implemented by encoder only, the accuracy and reliability can be improved significantly in spite of the price of slightly higher cost in digital devices. The proposed strategy consists mainly of an orientation algorithm and a localization algorithm. First, realizing that gyroscope is barely affected by magnetic field and magnetometer-based orientation has no cumulative error, a novel orientation algorithm, based on the self-tuning Kalman filter coupled with a gross error recognizer, is developed. This orientation algorithm can be applied to determine the robot heading angle in the situation with abundant ferromagnetic materials. Second, based on the orientation algorithm we have proposed, a novel localization algorithm is designed by decomposing the robot motion into uniform linear motion and uniform circular motion. The effectiveness of the proposed indoor localization method is verified via the real-world experiment using a tracked mobile robot developed in our laboratory.","2168-2216;21682216","","10.1109/TSMC.2017.2701353","1000-Talent Youth Program; National Natural Science Foundation of China; Scientific Research Staring Foundation for the Returned Overseas Chinese Scholars and Ministry of Education of China; Youth Innovation Promotion Association of Chinese Academy of Sciences; Youth Top-Notch Talent Support Program; Youth Yangtze River Scholar; ","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8071153","Dead reckoning;kinematics;localization;skid-steering mobile robot","Dead reckoning;Gyroscopes;Kinematics;Magnetometers;Mobile robots;Robot sensing systems","","","","","","","","","20171018","","","IEEE","IEEE Early Access Articles"
"The influence of university-firm cooperation on firm value chain","E. Madudova; M. Majercakova","Departnement of Communications, University of &#x017D;ilina, Slovak Republic","2017 16th International Conference on Information Technology Based Higher Education and Training (ITHET)","20171016","2017","","","1","6","Value chain analysis can expose strategic and operational misalignments within chains, and the consequential misallocation of resources, and hence opportunities for improvements which create value and economic sustainability. The purpose of this paper is to study how strong is the university-firm cooperation influence on firm value chains and how can this cooperation influence firm and university innovation and performance. The empirical analysis is based on data gathered through a questionnaire administered to a sample of Slovak SMEs operated in the area of ICT. The findings show that only contractual university-firm relationships have a direct and significant effect on innovation, whereas relational activities promote and support contractual activities. The findings have managerial implications not just for firms, but also for universities. University-firm relationships contribute to regional and global development, because they foster innovation processes regarding firms' strategies at those. In this liaison, universities' role usually is to promote knowledge-based economic development, which is basic for sustainable economic growt. The higher education institutions are facing an increasingly competitive environment with growing financial constraints, universities are strongly motivated to engage more actively with the firm, so as to establish new funding streams and secure additional research investment. This relationship should be beneficial for both firms and universities. Innovative firms are constantly searching for new ways to internalize external knowledge into their production function. With this aim, firms have found that the university-firm cooperation is a valuable mechanism to access to new technological resources, which can contribute to faster development of innovation, improved market access, economies of scale and scope, and cost sharing and risk spreading In this context, universities have been recognized as a capable research partner for solv- ng R&D problems and as advisers on technology strategies and by supporting the technology generation and/or the adoption of a new technology. Moreover, the cooperation with universities has been characterized by the timely appropriation of very-new technological opportunities and by the increment on the innovation sales, as well as the increase in the propensity to apply for patents. Several empirical studies have attempted to identify the factors determining the university-firm cooperation in innovation activities, concluding that this type of cooperation is based on the complementarity on the innovation processes, and on the uncertainty level of the innovation results. On the other hand, and based on a firm level analysis, some authors concluded that university-firm cooperation depends on the firm's absorptive capacity, on its innovative capacity, on its proximity to fundamental research, and in some firm-specific characteristics, like size and industrial affiliation.","","Electronic:978-1-5386-3968-9; POD:978-1-5386-3969-6; USB:978-1-5386-3967-2","10.1109/ITHET.2017.8067819","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8067819","ICT firm;university-firm cooperation;value chain analysis","Economics;Education;Entrepreneurship;Europe;Informatics;Technological innovation","educational institutions;environmental economics;innovation management;investment;knowledge management;organisational aspects;small-to-medium enterprises;sustainable development","Slovak SME;contractual university-firm relationships;cooperation influence firm;economies of scale;firm level analysis;firm value chain;firm-specific characteristics;innovative firms;knowledge-based economic development;market access;research investment;sustainable economic growth;university innovation;university-firm cooperation influence;value chain analysis","","","","","","","","10-12 July 2017","","IEEE","IEEE Conference Publications"
"Towards a fuzzy multiagent tutoring system for M-learners' emotion regulation","M. Abdelkefi; I. Kallel","REGIM-Lab: Research Groups in Intelligent Machines, University of Sfax, ENIS, BP 1173, Sfax 3038, Tunisia","2017 16th International Conference on Information Technology Based Higher Education and Training (ITHET)","20171016","2017","","","1","6","An intelligent Tutoring System (ITS) is a computer-based instructional system, involving intelligent algorithms and strategies, which brings a remarkable progress in the learning processes when the internet is “always on”. In fact, ITS makes inferences about a student's proficiency level in order to dynamically adapt the learning content or the tutoring style. Around the same time, emotions, whether positive or negative, affect the learning process. Accordingly, the regulation of learners' negative emotional state, is an imperious factor in learning, in order to optimize learners' performances and to improve learning productivity during an ITS episode. Firstly, this paper presents a systematic literature review (SLR) on strategies for regulating the emotional state of learners in the point of view of (a) emotion recognition, (b) emotion modelling, (c) emotion recognition theories, and (d) emotion recognition approaches and methods. Secondly, the paper proposes a new intelligent method, and presents its architecture as a Fuzzy Emotional Regulation for ITS distributed under the Multiagent Approach. This architecture will be used to generate an Emotionally Intelligent Tutoring Sys-tem (EITS) allowing learner to achieve his educational purpose adaptively, anywhere and at any time.","","Electronic:978-1-5386-3968-9; POD:978-1-5386-3969-6; USB:978-1-5386-3967-2","10.1109/ITHET.2017.8067821","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8067821","Emotion Regulation;Fuzzy Logic;Intelligent Tutoring Systems (ITS);M-learning;Multiagent system;systematic literature review (SLR)","Bibliographies;Cognition;Education;Emotion recognition;Motorcycles;Psychology","Internet;distance learning;emotion recognition;intelligent tutoring systems;multi-agent systems","EITS;Emotionally Intelligent Tutoring Sys-tem;Fuzzy Emotional Regulation;M-learners' emotion regulation;Multiagent Approach;SLR;educational purpose;emotion modelling;emotion recognition theories;fuzzy multiagent tutoring system;imperious factor;instructional system;intelligent method;learning content;learning process;learning productivity;student;systematic literature review;tutoring style","","","","","","","","10-12 July 2017","","IEEE","IEEE Conference Publications"
"A new strategy for higher education and training: Peer support system for practical laboratories","C. Giampietro; Z. Chaczko; M. De La Villefromoy; R. Braun","School of Computing & Communications, Faculty of Engineering & IT, University of Technology, Sydney - 2007, NSW, Australia","2017 16th International Conference on Information Technology Based Higher Education and Training (ITHET)","20171016","2017","","","1","4","One of the many challenges facing practical student workshops is the proliferation of rapid prototyping and similar technologies. 3D printers have enabled students to take ideas and concepts further than ever before and sometimes to completion. The only limitations at this stage are the materials available for the manufacture of components and prototypes on 3D printers. Traditional manufacturing processes like fabrication and machining are still sometimes required to complete projects. This has seen a greater demand and workload for traditional machine shops and trades people. Some of the manufacturing work has to still be completed by skilled experienced trade's people but some of the simpler less complex machining and fabrication tasks could be easily completed by unskilled students with basic training and minimal supervision. We needed to come up with a system that provided students access to industrial fabrication and machining equipment in a safe and productive environment. The peer support system provides a framework enabling students with little or no machine operating skills to safely access industrial equipment with minimal staff, supervision and danger of injury. This paper is a justification of these concepts, interest, approaches, and practices of the peers support framework and philosophy.","","Electronic:978-1-5386-3968-9; POD:978-1-5386-3969-6; USB:978-1-5386-3967-2","10.1109/ITHET.2017.8067826","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8067826","A New Strategies for Higher Education and Training;Peer Support System;Practical Laboratories;Product Realisation Laboratory","Accreditation;Fabrication;Laboratories;Machine tools;Machining;Safety;Training","construction industry;educational computing;further education;laboratories;machine shops;manufacturing processes;personnel;rapid prototyping (industrial)","basic training;fabrication tasks;higher education;industrial equipment;industrial fabrication;machine operating skills;machining equipment;manufacturing work;peer support system;peers;practical laboratories;practical student workshops;productive environment;rapid prototyping;safe environment;simpler less complex machining;skilled experienced trade;trades people;traditional machine shops;traditional manufacturing processes;unskilled students;workload","","","","","","","","10-12 July 2017","","IEEE","IEEE Conference Publications"
"A novel dynamic checkpoint selection strategy for time-constrained massive cloud business workflows","R. Xu; Y. Wang; Y. Xie; L. Li; D. Yuan","Key Laboratory of Intelligent Computing & Signal Processing, Ministry of Education, Anhui University, China","2017 IEEE 21st International Conference on Computer Supported Cooperative Work in Design (CSCWD)","20171016","2017","","","97","102","The utilization of cloud computing resources contributes to a fast growth of e-business and e-government where businesses and government agencies often require processing a large volume of service requests in a constrained period of time. In order to achieve on-time completion of a large volume of time-constrained parallel processes, this paper proposes a novel dynamic checkpoint selection strategy (CSS<sub>DM</sub>) for monitoring cloud business workflows. CSS<sub>DM</sub> monitors the execution time points rather than activities along the business workflows. The paper also provides some parameters that can track the execution process of each virtual machine. This mechanism significantly increases the efficiency in monitoring large volume processes so as to improve the quality of service in both e-business and e-government sectors. Simulation results show that CSS<sub>DM</sub> has excellent performance in different scenarios even when certain amounts of noises are added.","","Electronic:978-1-5090-6199-0; POD:978-1-5090-6200-3; USB:978-1-5090-6198-3","10.1109/CSCWD.2017.8066677","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8066677","Business Workflow;Cloud Computing;Dynamic Checkpoint Selection;Parallel Processes;Temporal Violation","Cloud computing;Monitoring;Quality of service;Security;Stock markets","checkpointing;cloud computing;electronic commerce;government data processing;parallel processing;virtual machines","CSS<sub>DM</sub>;cloud computing resources;dynamic checkpoint selection strategy;e-business sector;e-government sector;execution process;execution time points;government agencies;on-time completion;service requests;time-constrained massive cloud business workflows;time-constrained monitoring cloud business workflows;time-constrained parallel processes;virtual machine","","","","","","","","26-28 April 2017","","IEEE","IEEE Conference Publications"
"Is reflective writing an effective peer assessment tool for students in Higher Education?","B. Baruah; T. Ward; N. Jackson","Department of Electronic Engineering, University of York, Heslington, York, YO10 5DD, UK","2017 16th International Conference on Information Technology Based Higher Education and Training (ITHET)","20171016","2017","","","1","6","Today the ability to monitor and evaluate the performance of team members and identify their strengths and weaknesses is highly crucial in any organizational role. Higher Education Institutes (HEIs) are adopting different strategies in their teaching curricula and assessment methods to encourage the development of team management skills among graduates, one of which is peer assessment. It is an important component in the design of an effective learning environment in Higher Education (HE) and for promoting a strong participatory and collaborative culture among students. It provides students with a platform to not only engage with the HE learning process but also to learn from each other by receiving and giving critical feedback. Reflective writing in HE offers a flexible platform for students to discuss the contributions made by peers in teamwork however, not many researchers have looked at its potential as a peer assessment tool. This study addresses this gap by using the case study of the MSc Engineering Management (EM) programme at York (UK). Using the method of content analysis, this study looks at the quality of peer assessment and the skills gap analysis demonstrated in the reflective assignments students undertake in one of the modules. The findings show the viability and potential of this method for building peer assessment skills. It eliminates some of the limitations like bias among students usually encountered in other peer assessment tools. It also helps in skills gap analysis and for understanding group dynamics in teamwork. Students should therefore, be encouraged to seek the application of such tools for skills analysis, to build up confidence in peer assessment and boosting employability factors.","","Electronic:978-1-5386-3968-9; POD:978-1-5386-3969-6; USB:978-1-5386-3967-2","10.1109/ITHET.2017.8067802","","http://ieeexplore.ieee.org.ezproxy.rit.edu/stamp/stamp.jsp?arnumber=8067802","Employability;Higher Education;Peer Assessment;Reflective Writing;Teamwork","Education;Research and development management;Teamwork;Tools;Writing","educational computing;educational courses;educational institutions;engineering education;further education;teaching;team working","MSc Engineering Management programme;employability factors;higher education students;peer assessment tool;teaching curricula;team management skills;team members","","","","","","","","10-12 July 2017","","IEEE","IEEE Conference Publications"
